"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"Atg7",290.745951257095,-0.226380972705607,0.102141523347296,-2.2163461566544,0.0266678041935369,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ATG7",74244,10533,"ENSMUSG00000030314","ENSG00000197548",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rpn1",1473.17198517071,-0.145553073199384,0.065833173100065,-2.21093813871232,0.0270401211617618,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","RPN1",103963,6184,"ENSMUSG00000030062","ENSG00000163902",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ttr",218.665665796948,-2.73256062519861,1.23689702257902,-2.20920624378335,0.0271602988052192,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TTR",22139,7276,"ENSMUSG00000061808","ENSG00000118271",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cela1",20.8620753981545,-1.01417925479448,0.459868141701668,-2.2053696762765,0.0274281641261331,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CELA1",109901,1990,"ENSMUSG00000023031","ENSG00000139610",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fastkd3",245.449064254371,-0.240785341907459,0.109966492212728,-2.18962464894909,0.0285514698734079,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","FASTKD3",69577,79072,"ENSMUSG00000021532","ENSG00000124279",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mettl18",118.544432143305,-0.32452311615702,0.148221540041188,-2.18944639265548,0.0285644108417614,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","METTL18",69962,92342,"ENSMUSG00000041396","ENSG00000171806",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Larp7",345.855454830514,-0.193826434425894,0.0885679192500571,-2.18844967869976,0.0286368629579035,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","LARP7",28036,51574,"ENSMUSG00000027968","ENSG00000174720",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mef2c",22134.5859907273,-0.205562228649446,0.0940034609155008,-2.18675170730389,0.0287606546470933,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","MEF2C",17260,4208,"ENSMUSG00000005583","ENSG00000081189",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Lpgat1",1909.91442709458,-0.348977405730991,0.160379103829962,-2.17595308489182,0.0295587687875668,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","LPGAT1",226856,9926,"ENSMUSG00000026623","ENSG00000123684",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"3110043O21Rik",671.381254151223,-0.222857477248832,0.102426462053754,-2.17578028939313,0.0295716932204082,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Sncg",466.023202411356,-0.574463562879974,0.26515500043207,-2.16651981649935,0.0302714872415585,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SNCG",20618,6623,"ENSMUSG00000023064","ENSG00000173267",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pkp2",156.352572823216,-0.348321448834492,0.160962572528443,-2.163990320004,0.0304650923233813,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PKP2",67451,5318,"ENSMUSG00000041957","ENSG00000057294",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pphln1",420.570112132862,-0.169242156624944,0.0782474971572827,-2.16290824337494,0.0305482376257578,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PPHLN1",223828,51535,"ENSMUSG00000036167","ENSG00000134283",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam"
"Wisp2",32.9205568788416,-0.805659399178277,0.372571024607428,-2.16243171359659,0.030584915297822,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Gsta3",110.588781257228,-1.22080692190839,0.565041718211867,-2.16056068527428,0.030729291114308,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","GSTA3",14859,2940,"ENSMUSG00000025934","ENSG00000174156",5,"HomoloGene|OrthoDB|OrthoMCL|Panther|Treefam"
"mt-Nd2",383457.341283625,-0.255183871152312,0.118402983476089,-2.15521487432659,0.0311450234789102,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","MT-ND2",17717,4536,"ENSMUSG00000064345","ENSG00000198763",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kif26b",31.8663950573359,-0.679617029817903,0.316499694503655,-2.14729126637452,0.0317701006913637,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","KIF26B",269152,55083,"ENSMUSG00000026494","ENSG00000162849",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam73a",566.160851892236,-0.135459585117052,0.0632083719484429,-2.14306397936562,0.0321079613336603,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Ddc",22.698738781043,-0.741710195651308,0.346098444332377,-2.14306133933097,0.0321081732935776,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","DDC",13195,1644,"ENSMUSG00000020182","ENSG00000132437",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mpzl3",204.426226493435,-0.331147340418065,0.154601272460772,-2.14194446880823,0.032197950881293,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","MPZL3",319742,196264,"ENSMUSG00000070305","ENSG00000160588",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther"
"Cuta",517.975785584847,-0.223668102526654,0.104652136427084,-2.13725309547305,0.0325774116042735,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CUTA",67675,51596,"ENSMUSG00000024194","ENSG00000112514",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pbx3",73.674696356334,-0.40975156115182,0.192182055207803,-2.13210104714909,0.0329985405744203,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PBX3",18516,5090,"ENSMUSG00000038718","ENSG00000167081",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gnb3",27.8862410047132,-0.843194014686906,0.39572068937361,-2.13078071814139,0.0331072115798732,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","GNB3",14695,2784,"ENSMUSG00000023439","ENSG00000111664",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ppic",472.688971377658,-0.210053410805655,0.0986842360473524,-2.12854067902865,0.0332922809348735,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PPIC",19038,5480,"ENSMUSG00000024538","ENSG00000168938",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Canx",3914.57276332851,-0.125806379402567,0.0591163044470538,-2.1281164406216,0.0333274305272865,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CANX",12330,821,"ENSMUSG00000020368","ENSG00000127022",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tmem37",223.49395571925,-0.38664154774418,0.181770662894386,-2.1270844347904,0.0334130683114045,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TMEM37",170706,140738,"ENSMUSG00000050777","ENSG00000171227",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Zmpste24",1568.41588993225,-0.155875040979874,0.073378721617388,-2.12425397368789,0.0336489121653093,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ZMPSTE24",230709,10269,"ENSMUSG00000043207","ENSG00000084073",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam63a",734.828610813903,-0.153952208442183,0.0724770964635821,-2.12414977908974,0.0336576211231254,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Ptges2",638.072123853056,-0.144584733282963,0.0682869575072202,-2.11731110245577,0.034233453254039,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PTGES2",96979,80142,"ENSMUSG00000026820","ENSG00000148334",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Npr3",786.153722249243,-1.12304914215689,0.531376566022177,-2.11347133834656,0.0345604456733797,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","NPR3",18162,4883,"ENSMUSG00000022206","ENSG00000113389",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ahsg",521.825772672719,-2.4314565170443,1.15197814990461,-2.11067937117179,0.034799880277113,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","AHSG",11625,197,"ENSMUSG00000022868","ENSG00000145192",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"F10",46.225873759526,-2.00283945490212,0.952470395074247,-2.10278394505479,0.0354846600838884,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","F10",14058,2159,"ENSMUSG00000031444","ENSG00000126218",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Serpina1c",334.34526038372,-2.59966873915206,1.23754332715985,-2.10066886718082,0.0356700440657896,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SERPINA1",20702,5265,"ENSMUSG00000079015","ENSG00000197249",9,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Aldh3a2",467.593589050424,-0.216736847779049,0.103397247567463,-2.09615684051585,0.0360682801415587,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ALDH3A2",11671,224,"ENSMUSG00000010025","ENSG00000072210",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"2510003E04Rik",766.129686098982,-0.164722369329014,0.0785832950008284,-2.0961499429017,0.0360688918219941,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Setd6",182.933287744967,-0.32770075918255,0.15642437040908,-2.094946959515,0.0361757077551399,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SETD6",66083,79918,"ENSMUSG00000031671","ENSG00000103037",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Trim67",15.8356358230375,-1.50439979895988,0.719951932386707,-2.08958366702712,0.0366552149794453,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TRIM67",330863,440730,"ENSMUSG00000036913","ENSG00000119283",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Lbp",237.603168345674,-0.489907102778698,0.234558262805617,-2.08863715530113,0.0367403979022599,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","LBP",16803,3929,"ENSMUSG00000016024","ENSG00000129988",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Pigyl",285.205382942837,-0.288169250895711,0.138094048857658,-2.08676082191453,0.0369097602402671,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PIGY",66268,84992,"ENSMUSG00000010607","ENSG00000255072",7,"EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoMCL|Panther"
"Rdh9",26.9584276981401,-1.11390198904516,0.533924634145282,-2.08625322341292,0.0369556913973101,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","RDH16",103142,8608,"ENSMUSG00000056148","ENSG00000139547",9,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gdpd1",158.349331422625,-0.27783574225231,0.133391012330118,-2.08286703428503,0.0372633452195933,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","GDPD1",66569,284161,"ENSMUSG00000061666","ENSG00000153982",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Socs6",1457.08727171885,-0.155834548318333,0.0749915039847216,-2.07802937716893,0.0377066534642946,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SOCS6",54607,9306,"ENSMUSG00000056153","ENSG00000170677",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Coa3",772.787618312514,-0.186372785626659,0.0900255800655497,-2.07022032505602,0.0384317167599443,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","COA3",52469,28958,"ENSMUSG00000017188","ENSG00000183978",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Arl2bp",882.180455017016,-0.160893570607849,0.0777768292945065,-2.06865684892625,0.0385782991791404,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ARL2BP",107566,23568,"ENSMUSG00000031776","ENSG00000102931",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam"
"Rngtt",460.396535370785,-0.143211376986302,0.0693166403689021,-2.06604613587925,0.0388241235009055,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","RNGTT",24018,8732,"ENSMUSG00000028274","ENSG00000111880",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dctn3",470.705137104117,-0.214821867956241,0.104094443920097,-2.06372078918196,0.0390441970819627,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","DCTN3",53598,11258,"ENSMUSG00000028447","ENSG00000137100",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Eif5b",4235.54247389633,-0.172531133494515,0.0837560589184926,-2.05992420992987,0.0394057868506499,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","EIF5B",226982,9669,"ENSMUSG00000026083","ENSG00000158417",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Dfna5",349.649923322729,-0.261434329932702,0.127026672113028,-2.05810579450651,0.0395799789062517,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Abcb7",3487.89549335791,-0.112430354510523,0.0546371124210838,-2.05776530875262,0.0396126677085397,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ABCB7",11306,22,"ENSMUSG00000031333","ENSG00000131269",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Slc5a3",293.701358656697,-0.583551983912975,0.285139390677149,-2.04654987347471,0.0407023008456032,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SLC5A3",53881,6526,"ENSMUSG00000089774","ENSG00000198743",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam"
"Wfdc21",24.7416217363731,-1.51488025228978,0.74078717850643,-2.04496014002843,0.0408587879875062,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Tspan17",183.505747950706,-0.274946237170823,0.134650706842015,-2.04192197441203,0.0411592716510239,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TSPAN17",74257,26262,"ENSMUSG00000025875","ENSG00000048140",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cdc5l",1588.40930467138,-0.0979940723105194,0.048159396672823,-2.03478612857745,0.0418723974146908,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CDC5L",71702,988,"ENSMUSG00000023932","ENSG00000096401",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Nudt4",10366.6919166211,-0.222028451806543,0.109228673752005,-2.03269383560073,0.0420834644790692,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","NUDT4",71207,11163,"ENSMUSG00000020029","ENSG00000173598",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Map1lc3a",2973.57241305067,-0.274095680774084,0.134889062686862,-2.03200819484069,0.0421528263427156,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","MAP1LC3A",66734,84557,"ENSMUSG00000027602","ENSG00000101460",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"2200002D01Rik",22.9477765205333,-1.36145855390061,0.671003251313688,-2.0289895037545,0.0424593594129262,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","C19orf33",72275,64073,"ENSMUSG00000030587","ENSG00000167644",6,"EggNOG|Ensembl|HGNC|NCBI|OMA|OrthoMCL"
"Tsc22d1",2532.41091460908,-0.140543798236805,0.0693436410006863,-2.0267726962219,0.0426856639945626,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TSC22D1",21807,8848,"ENSMUSG00000022010","ENSG00000102804",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Tmem19",452.095676424021,-0.187957954942628,0.0928347014180993,-2.02465190356052,0.0429031205885351,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TMEM19",67226,55266,"ENSMUSG00000069520","ENSG00000139291",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ankrd40",5610.32608166635,-0.120081329888193,0.0593407415993462,-2.02358997632608,0.0430123572445853,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ANKRD40",71452,91369,"ENSMUSG00000020864","ENSG00000154945",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rabl3",221.73146906401,-0.221801977787152,0.110078102147053,-2.01495096173485,0.0439097874995758,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","RABL3",67657,285282,"ENSMUSG00000022827","ENSG00000144840",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cln5",519.915538667863,-0.17372305816046,0.0864276215168591,-2.01004094653435,0.0444268553192461,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CLN5",211286,1203,"ENSMUSG00000022125","ENSG00000102805",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mrgprh",70.0416728973986,-0.382920215379829,0.190540678622526,-2.00965073782706,0.0444681672052326,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Psph",249.592098959111,-0.222659610106976,0.110804823857513,-2.00947578232967,0.0444867004854031,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PSPH",100678,5723,"ENSMUSG00000029446","ENSG00000146733",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Nudt1",71.235175427177,-0.340624107645549,0.170098911469522,-2.00250609896808,0.0452303278199766,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","NUDT1",17766,4521,"ENSMUSG00000036639","ENSG00000106268",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam49b",1229.57611571023,-0.129460304828133,0.0646916042042256,-2.00119175309734,0.045371729365938,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Csgalnact2",1794.08961360543,-0.14439001879827,0.0723687575580846,-1.99519825502573,0.046021261295788,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CSGALNACT2",78752,55454,"ENSMUSG00000042042","ENSG00000169826",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Itgb6",790.4123021959,-0.274509339701966,0.137666018587414,-1.99402396116846,0.0461494360186652,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ITGB6",16420,3694,"ENSMUSG00000026971","ENSG00000115221",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ino80c",1023.2805035922,-0.191190195208048,0.0960153435861809,-1.99124627447113,0.0464538187770204,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","INO80C",225280,125476,"ENSMUSG00000047989","ENSG00000153391",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Cyb5r1",1415.18174773351,-0.168016983389485,0.084474036261472,-1.98897780697282,0.0467036526244013,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","CYB5R1",72017,51706,"ENSMUSG00000026456","ENSG00000159348",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Otub2",530.554143602596,-0.375579966960217,0.189214820824019,-1.98493947421554,0.0471512058778514,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","OTUB2",68149,78990,"ENSMUSG00000021203","ENSG00000089723",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gc",498.956874339814,-2.46509348453306,1.24282502719099,-1.98345980375421,0.047316092729704,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","GC",14473,2638,"ENSMUSG00000035540","ENSG00000145321",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam169a",51.9552280042377,-0.54437173668687,0.274943280666676,-1.97994195518032,0.0477100513385081,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","FAM169A",320557,26049,"ENSMUSG00000041817","ENSG00000198780",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Anp32e",3723.40322577404,-0.177602428856967,0.089778372297569,-1.97823177578121,0.0479025655829319,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","ANP32E",66471,81611,"ENSMUSG00000015749","ENSG00000143401",9,"EggNOG|Ensembl|HGNC|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Serpina3n",289.988522773444,-0.644319444428726,0.32582605210365,-1.97749517041,0.0479856858907403,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SERPINA3",20716,12,"ENSMUSG00000021091","ENSG00000196136",9,"Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ttc9c",766.110209757078,-0.152905836058194,0.0773922898302033,-1.97572440864155,0.0481859988636095,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","TTC9C",70387,283237,"ENSMUSG00000071660","ENSG00000162222",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rnf103",819.68588905592,-0.127850821260811,0.0647376364789385,-1.97490715161351,0.0482786856719586,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","RNF103",22644,7844,"ENSMUSG00000052656","ENSG00000239305",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Pds5a",1572.43140979757,-0.142848359894393,0.072445430611096,-1.97180634705915,0.0486317175176203,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PDS5A",71521,23244,"ENSMUSG00000029202","ENSG00000121892",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Scarb2",4872.21390431595,-0.154403393726156,0.0785146553148464,-1.96655507315154,0.0492345272394888,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","SCARB2",12492,950,"ENSMUSG00000029426","ENSG00000138760",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Paqr7",144.505214702599,-0.297765868906003,0.151756984155272,-1.96212299923765,0.0497481658717396,0.999946780809711,"~cohort + diet","old ID vs CD","Downregulated","PAQR7",71904,164091,"ENSMUSG00000037348","ENSG00000182749",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
