"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: MassList Search","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Group Area: 2M33_neg","Group Area: 2M20_neg","Group Area: 2M31_neg","Group Area: 2M17_neg","Group Area: 2M26_neg","Group Area: 2M23_neg","Group Area: 2M16_neg","Group Area: 1M11_neg","Group Area: 2M22_neg","Group Area: 4M5_neg","Group Area: 1M10_neg","Group Area: 1M9_neg","Group Area: 4M4_neg","Group Area: 1M4_neg","Group Area: 1M7_neg","Group Area: 4M3_neg","Group Area: 1M2_neg","Group Area: 1M6_neg","Group Area: 4M2_neg","Group Area: 1M1_neg","Group Area: 1M5_neg","Group Area: 4M1_neg","Peak Rating: 2M33_neg.raw (F6)","Peak Rating: 2M20_neg.raw (F7)","Peak Rating: 2M31_neg.raw (F8)","Peak Rating: 2M17_neg.raw (F9)","Peak Rating: 2M26_neg.raw (F10)","Peak Rating: 2M23_neg.raw (F11)","Peak Rating: 2M16_neg.raw (F12)","Peak Rating: 1M11_neg.raw (F13)","Peak Rating: 2M22_neg.raw (F14)","Peak Rating: 4M5_neg.raw (F15)","Peak Rating: 1M10_neg.raw (F16)","Peak Rating: 1M9_neg.raw (F17)","Peak Rating: 4M4_neg.raw (F18)","Peak Rating: 1M4_neg.raw (F19)","Peak Rating: 1M7_neg.raw (F20)","Peak Rating: 4M3_neg.raw (F21)","Peak Rating: 1M2_neg.raw (F22)","Peak Rating: 1M6_neg.raw (F23)","Peak Rating: 4M2_neg.raw (F24)","Peak Rating: 1M1_neg.raw (F25)","Peak Rating: 1M5_neg.raw (F26)","Peak Rating: 4M1_neg.raw (F27)","Peak Rating: Blank5.raw (F28)"
NA,FALSE,NA,NA,"No results","No results","No results",NA,500.27952,499.27225,4.058,48670773.6923524,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",19690922.3509229,4560691.81812857,11276486.6570587,2244204.91728493,12955554.973911,14503625.5367611,4431251.6999579,1444217.14396183,48670773.6923524,1574048.73119118,3131283.09680262,9266889.69122013,1448411.11781922,1246139.82448217,19675468.5975447,852589.371234655,11985292.7007167,868947.529236494,921644.796987891,1014221.13130765,2734536.01950534,926189.042843632,8.9,8.9,8.9,9.5,10,10,10,8.4,10,10,10,10,10,8.4,8.9,9.7,10,9.7,9.1,10,10,9.1,NA
NA,FALSE,NA,"C22 H49 N O5 P2 S","Full match","No results","No results",-9.57,501.27587,500.2686,4.055,48271231.1323585,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",19668508.7256065,4514228.03097834,11276486.6570587,351676.632614492,12970165.6077095,14474269.8603253,4431251.6999579,1444217.14396183,48271231.1323585,1574048.73119118,3131283.09680262,9238823.4051892,1448411.11781922,1246139.82448217,19667110.3892683,860962.910635372,11972561.8965395,868947.529236494,921644.796987891,1014221.13130765,2731826.72186583,926189.042843632,8.9,10,8.9,8,10,10,10,8.4,10,10,10,10,10,8.4,10,9.1,10,9.7,9.1,10,10,9.1,NA
NA,FALSE,NA,"C10 H17 N3 O8 S","Full match","No results","No results",-0.39,339.0735,338.06623,15.007,48236936.9920034,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",43931085.3192723,43988905.2772649,44555383.9569272,40902535.2346381,46024390.3176467,44401896.0016647,48236936.9920034,25571751.5325367,47117813.9896021,46223263.6978831,29991583.4212049,27301336.8936374,45529417.8199027,27484484.483121,28776815.3012763,45220860.9845331,25997090.617608,25568042.3076634,44198449.1777028,27598524.5303884,28030284.7109262,44040440.9049726,8.9,9.5,8.9,8.4,8.9,8.4,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,3.6
NA,FALSE,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))","C42 H75 O10 P","No results","No results","Full match",5.44,770.51398,769.5067,2.2,47901125.6200447,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",14651663.7127047,15889555.505843,16114065.9553314,47901125.6200447,7787629.72747668,13939111.1593555,37746649.5158079,8926040.80828824,14284841.9954142,7545875.40627224,8210538.24924279,3555381.62114381,8733815.70781341,17452791.8292451,10942721.5950875,11509125.2607338,1045735.88223322,8649965.14882485,7551178.46468409,10636791.1351395,8393368.65054443,16557887.7696952,6.2,8.4,6.2,6.2,6.2,5.7,6.7,5.1,6.7,7.3,4.6,2.9,6.7,5.1,5.7,6.2,5.7,5.7,6.2,6.2,5.1,6.2,NA
NA,FALSE,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45 H76 N O7 P","No results","No results","Full match",-3.3,773.53339,772.52611,2.224,47901125.6200447,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",26140715.7623475,25729968.6737727,1015586.1741324,47901125.6200447,990003.379309499,15989685.1944778,37677803.4132322,8926040.80828824,26455815.4854934,18250858.7320155,11082047.1523269,15099352.6180696,17704385.8801943,5326263.89062734,3642972.09304426,630948.731135954,7620907.96077298,681891.496432306,9342122.9756123,3224544.43755767,9347208.54400633,16557887.7696952,7.3,6.2,4,6.2,5.1,7.3,6.7,5.1,8.4,7.3,3.5,5.1,7.3,4.6,5.1,2.6,4,5.3,7.8,7.8,5.7,6.2,NA
NA,FALSE,NA,"C4 H12 N O4 P","Full match","No results","No results",-0.94,169.05023,168.04296,15.459,47300780.5372706,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",7970841.67516159,18211075.7219672,47300780.5372706,23692350.4494943,26082454.5326731,13467886.3037841,22220769.6614799,31044856.232841,12400312.1343107,4516132.05228157,15766960.4321001,15274562.8620191,7132503.46472189,17399929.065043,6311663.59737837,11606697.6010283,10652655.880907,5530617.66301784,14262578.4722238,17780848.4158035,9073817.1658293,8481016.32397541,8.9,8.9,8.9,8.9,8.4,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,6.7,8.9,8.9,8.9,8.9,8.9,1.1
NA,FALSE,NA,"C23 H51 O3 P3","Full match","No results","No results",7.51,468.30862,467.30134,4.262,47259910.0129682,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",11166042.0714406,14294412.2759333,2635114.42347099,1739312.6462584,11570975.2615515,47259910.0129682,554520.338892104,387137.526567317,14707383.9198388,1392628.67332552,357914.776997468,2715068.9943349,1325798.33295691,542659.537053726,7205603.1603345,2365423.52203488,1015218.52603046,2240016.17510794,1646781.15926266,236525.577176815,1659576.17139848,2046439.63991105,7.3,7.8,5.7,4.6,6.2,6.7,3.7,4.8,6.2,4.6,2.1,5.7,4,5.9,5.1,5.1,4,6.7,5.7,5.5,4.6,6.2,1.5
NA,FALSE,NA,"C24 H43 N2 O3 P","Full match","No results","No results",-7.57,438.29781,437.29053,2.527,47242076.0871261,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",36645625.2123593,3336338.61912941,4662595.50028933,28342156.8733217,33862686.0818103,3000550.62102171,47242076.0871261,16106890.6839268,8968468.05133258,9175783.47109389,38512421.9853244,28971335.3531433,4192188.36237837,6078757.71941789,16450350.3541487,6620023.66499757,13471315.588739,6070486.34484666,5052561.79506248,8605450.86294776,14083945.9507399,2758122.474265,8.9,8.9,8.9,8.9,8.9,8.4,10,8.9,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,9.5,9.5,8.4,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,531.30821,530.30093,4.297,47191933.8398162,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",47191933.8398162,39407023.1454078,37727699.6627358,39188313.1408224,38925931.9166105,34448937.0442011,37512217.0786227,22580076.2151578,36271247.8067441,32837478.7213985,23759753.9296973,17274403.4651919,34327474.9257145,14440582.4207214,18710128.761753,33976688.8895925,16252137.8873934,16181039.6383667,25256239.4837569,10690061.2257677,14488691.7609202,25571825.1218656,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,8.9,9.5,8.9,8.9,10,8.9,8.9,8.9,8.9,NA
NA,FALSE,"LysoPC(14:0/0:0)","C22 H46 N O7 P","Full match","No results","Full match",-0.09,467.30115,466.29387,4.201,47116026.8910979,0,NA,NA,NA,"Single match found","No MS2","[M-H]-1",10628379.8487636,13406941.8281084,1202407.53577324,1749023.31723309,10969003.9977673,47116026.8910979,259795.069364814,225345.162129219,14734623.7833219,1308952.81703172,366813.341260684,2699381.54278204,637283.748558434,542659.537053726,7195228.94955051,2235772.24578362,977504.520355727,2223887.03286627,1658375.8344339,181515.333381158,1685996.43542654,2204426.4489541,5.7,7.3,9.5,4.6,5.7,6.7,3.7,3.4,6.2,5.1,5.9,5.7,4.2,5.9,5.1,6.7,4,6.7,6.2,3.4,5.1,6.2,1.5
NA,FALSE,"[Similar to: α-Lactose; ΔMass: -180.0637 Da]","C6 H10 O5","Full match","Invalid mass","No results",-1.79,162.05253,161.04526,15.868,46903670.6247241,2,NA,NA,55.6,"No matches found","DDA for preferred ion","[M-H]-1",30846214.4026474,16558684.5247122,15992189.2837369,42326196.8913324,46350388.1037829,12823701.8588269,46903670.6247241,9219078.11690255,19486996.1624898,14142627.461262,22195646.3038349,18701969.7824575,11361552.4405499,11026869.0712598,13732951.6175416,10894831.0091538,12749454.8393133,8125599.01252558,4153334.25629439,2869448.3802095,2301109.41866824,3310010.56363214,8.9,8.4,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.4,8.4,8.4,8.4,8.4,8.4,8.4,NA
NA,FALSE,"Isosorbide Mononitrate","C6 H9 N O6","Full match","No results","Full match",-0.93,191.04281,190.03553,5.597,46686332.9902989,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",36792257.256256,42638736.5006611,38232784.6004064,46686332.9902989,43475017.5233326,27439140.4067182,45571437.3661236,35638346.0395281,33143856.7375814,30679839.4705007,28269951.4251863,34175215.6552489,29493148.1134255,24660908.5189521,31044514.6409584,26428008.5487162,30744632.5414835,24932693.9838013,25302833.300887,19720329.5760556,25719408.2316084,27013707.1219336,5.1,6.2,5.7,5.7,6.2,5.7,5.7,5.1,4,6.7,5.7,6.2,6.2,5.7,5.7,6.2,6.2,5.1,6.2,6.2,6.2,5.1,NA
NA,FALSE,NA,"C3 H6 O2","Full match","No results","No results",-2.07,74.03663,73.02935,9.361,46405182.3721163,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",5464294.39160862,27817200.9297109,28373792.1809907,27542896.8839271,10848993.2606658,46276010.1408743,27260664.1542492,12612087.8483907,28606513.7951368,5517850.06225322,28745904.2500507,35306570.1143093,5197017.72096422,46405182.3721163,27171962.5366835,8869857.0419236,26645116.8959376,5570644.21078041,9386604.23137656,5295606.00527043,9177679.32538985,3940954.90683861,6.7,3.5,3.5,3.5,3.5,4.6,3.5,4.6,3.5,4,3.5,4,5.1,4.6,3.5,4,4,2.9,3.5,4.6,3.5,5.7,2.9
NA,FALSE,"Erythronic acid","C4 H8 O5","Full match","Partial match","Full match",-1.5,136.03697,135.02969,12.813,46242924.7766341,1,97,9.9,NA,"Single match found","DDA for preferred ion","[M-H]-1",35014928.9426806,42145599.5387582,27642925.6390516,41194470.1207536,42538439.4824704,23591646.1655664,41783984.535059,39541748.4025993,39957058.3962467,32139164.1594218,32575659.8181283,39770310.3452133,34562986.1519334,28364439.4653344,31702074.9190896,32730244.0363794,33120231.5708213,33395575.2281645,34017738.1962883,17803696.5697672,29495696.483897,46242924.7766341,8.9,8.4,8.4,8.4,8.9,8.9,8.4,8.9,8.4,8.4,9.5,8.9,8.9,8.9,8.4,8.4,8.4,8.4,8.9,7.3,10,8.9,NA
NA,FALSE,"Benzoic acid","C7 H6 O2","Full match","Full match","No results",-1.36,122.03661,121.02934,6.327,45759082.7451132,2,66,8.3,NA,"No matches found","DDA for preferred ion","[M-H]-1",23788626.2125471,17863823.2683885,20127837.7323235,45759082.7451132,31438868.7308086,12425386.9042221,35298997.6681158,12625686.0447734,24978189.5171581,12054920.3673475,12307145.4368547,12113593.9435222,11701568.1934522,11645425.9021469,11637053.089389,11674119.7493785,11475064.8104894,10983582.9418326,10806217.3227361,10541337.1571563,10367516.0021867,11159262.091616,5.7,4,4,6.2,6.2,4,5.7,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,FALSE,"Uridine 5'-monophosphate","C9 H13 N2 O9 P","Full match","Partial match","Full match",-0.25,324.03579,323.02851,14.922,45459524.97837,1,95.1,100,NA,"Single match found","DDA for preferred ion","[M-H]-1",39795481.1922747,36489428.7611277,38822994.9142855,45459524.97837,40293251.0299627,28393565.7797372,34222131.5606705,27403516.4775016,31099772.6138066,36376461.9795258,25841631.5351832,28254347.5245997,38985258.5878572,24684228.340787,24442057.2179236,33163981.3855481,27103071.1295104,25355231.6377689,40409300.7732058,22135690.6073832,27283167.3210734,40874489.6622669,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,10,8.9,NA
NA,FALSE,"Arabinonic acid","C5 H10 O6","Full match","No match","Full match",-1.32,166.04752,165.04024,12.812,45030527.968718,2,60.6,8,NA,"Single match found","DDA for preferred ion","[M-H]-1",2481746.80875726,24536062.7163901,4244108.78126549,22664010.7455252,13178880.1283805,2028214.14733986,18307232.0723981,45030527.968718,13709743.6441277,6221198.05811705,24887645.9738602,40504217.6292246,4548869.09135137,31716570.1645764,28799160.5126954,4276382.21275389,44652176.8786909,27802912.5879766,2853993.70228626,26375924.8226798,22908581.2588471,4172241.59149224,8.4,7.8,7.3,8.9,8.9,8.4,8.4,8.9,8.4,7.8,8.4,10,8.4,10,8.9,7.8,8.9,8.4,7.3,9.5,8.9,7.3,NA
NA,FALSE,"Tetracosapentenoic acid","C24 H38 O2","Full match","No results","Full match",-0.98,358.28683,357.27955,2.222,44890024.5849957,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",44890024.5849957,9663883.69002547,10944382.2525906,18107775.2254635,14906527.1944462,7400908.8994045,20317633.8584379,27371397.8472843,19347635.0508397,12282919.2013101,31451789.1843384,37019535.076329,10740764.3389377,18586478.1827952,20435829.093284,18185733.3783685,14916248.4271393,18379538.7327824,11094614.9356411,12948551.1474212,17749342.8315152,7422869.63198615,8.9,8.4,8.4,7.3,8.9,8.9,7.8,7.3,7.8,7.3,7.8,8.4,8.9,7.3,8.4,9.5,7.8,8.9,8.9,7.3,8.4,8.4,NA
NA,FALSE,NA,"C2 H7 N O2 S2","Full match","No results","No results",-2.04,140.99153,139.98426,7.929,44708022.4896432,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",34935698.7702252,38487101.4914199,35486224.853749,27296746.7419978,44708022.4896432,522847.984303107,21155599.9507833,18544469.7443023,19194076.3689057,17071583.3178173,35735368.1243739,27656637.2775063,13996901.5420881,15027130.091135,18284111.9768175,18518366.6055566,22687648.0062618,166228.344539637,24958720.157861,27697203.4396204,31334521.1875319,41601394.0014988,5.7,6.7,6.2,6.2,6.7,8,6.7,5.7,5.7,4.6,6.2,6.7,5.1,5.1,5.7,5.1,5.7,6.1,5.7,6.7,5.7,6.7,NA
NA,FALSE,"Janthitrem E","C37 H49 N O6","No results","No results","Full match",-4.1,603.35351,602.34624,4.147,44163869.3019108,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",17766796.1966607,15977480.1984672,14950737.4921935,34191899.453574,13846166.887133,14484014.1618688,24982254.6895806,27158967.7411657,26471981.166842,12755739.5055934,44163869.3019108,21753096.5351679,8758139.6973204,16132770.6657423,16620673.0227079,12771239.2813097,16270106.7682336,11114270.3663179,9036421.49176276,19107780.5396867,13857595.1943309,8877694.83421465,10,8.9,10,8.4,10,7.8,8.9,8.9,6.7,8.4,10,8.4,8.9,7.8,7.8,8.4,8.9,8.9,8.4,8.9,9.5,8.9,NA
NA,FALSE,NA,"C17 H45 N9 O7 S","Full match","No results","No results",-4.87,519.31373,518.30646,4.056,44001296.3176285,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",178418.765085309,134319.620636413,207698.749774366,106669.197814746,245268.193698433,256398.850291619,80706.5930047812,13338973.5112679,252244.250396141,99506.6045882706,11020559.2497443,21015406.9374393,103793.37972318,14031623.0988642,44001296.3176285,99361.5993571899,22489832.5260254,5239144.15279155,83893.7968250131,5769502.96782494,12007039.5889814,78931.8702756825,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,10,NA,8.9,8.9,NA,8.9,10,NA,10,10,NA,NA
NA,FALSE,NA,"C29 H43 N O6","Full match","No results","No results",-4.65,501.30671,500.29943,2.759,43774171.908448,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",1412792.96540235,2474862.39284044,439809.173017747,5136292.40995815,4044947.5675779,552297.522411812,2976238.96033438,9353345.53577049,2747655.14818145,2047246.65541253,32589784.8761627,7041038.53924745,322282.990750988,14290207.4576705,43774171.908448,601581.604603282,7830713.42058387,14532463.2526694,220459.320593791,15795774.0398827,12015733.9770898,584484.401775336,8.4,4.6,8.6,6.2,8.4,8.6,7.3,8.9,9.5,8.4,8.9,8.9,8.6,6.7,6.2,NA,8.9,10,8.3,10,7.8,NA,NA
NA,FALSE,"Glycerophospho-N-palmitoyl ethanolamine","C21 H44 N O7 P","Full match","Full match","No results",-0.71,453.28522,452.27794,4.206,43226638.6149247,1,64.6,8.2,NA,"No matches found","DDA for preferred ion","[M-H]-1",42019292.6974009,36351492.9344,21589443.751049,41148081.0297221,30089996.2255035,20106458.3829272,25886245.1726418,17557407.5979215,43226638.6149247,18979549.2066741,26618190.2807265,25501998.7678593,20084913.2369727,15322245.4148956,17774200.1171681,19408115.203897,15859556.7864384,14468957.5841382,13733225.3828845,9085547.82359821,10226755.7510282,14234795.6047294,8.9,10,8.9,8.9,8.9,8.9,8.9,8.9,10,8.9,8.9,8.9,10,10,8.9,8.9,8.9,8.9,8.9,8.9,8.9,9.5,6.5
NA,FALSE,"3-(tert-Butyl)-1-(2,4-dichlorobenzyl)-N-isopropyl-1H-pyrazole-5-carboxamide","C18 H23 Cl2 N3 O","No results","Invalid mass","No results",-14.84,367.11637,366.10909,13.032,43186170.0068263,1,51.8,43.4,NA,"No matches found","DDA for preferred ion","[M-H]-1",34382639.3594485,31567470.2358099,43186170.0068263,21742559.9557228,31116955.5139412,27774145.9502846,31983682.3960856,6268667.26410277,28026305.3591108,41342857.5117747,30151265.8702719,26653817.6336156,39104162.1622831,23169075.9426006,29831258.3563801,35106860.3277055,61873.0903055947,24771293.9370161,31588235.6940621,21666449.3817734,23048647.2382078,29645005.712823,5.1,5.7,2.9,6.2,4,4.6,5.1,5.1,4.6,4,5.7,5.7,5.1,4.6,4.6,5.1,3.6,4,4,6.2,4,5.1,NA
NA,FALSE,"PE(16:0/20:4(5Z,8Z,11Z,14Z))","C41 H74 N O8 P","No match","No results","Full match",2.47,739.51703,738.50975,3.026,43003545.9695228,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",35031679.2831543,42099448.936655,32493745.8379977,33627795.3730912,31447004.7139013,32562488.416947,30110463.9400616,14840845.8710069,26440942.9905713,38302392.0204146,16458271.6719941,15329917.9192176,39737969.4749021,13504741.8017413,11795153.3614566,38335425.5883468,13516933.1948595,14087356.5638419,43003545.9695228,12150398.9404184,11953289.764776,37596586.0571278,7.8,8.9,8.4,7.8,7.8,8.9,8.9,6.7,8.4,8.9,8.4,7.8,8.4,7.8,7.8,7.8,7.3,8.4,7.3,7.8,7.8,7.8,NA
NA,FALSE,"trans-Petroselinic Acid","C18 H34 O2","Full match","Full match","No results",-1.2,282.25554,281.24826,8.517,43002352.4391992,2,81.3,9.1,NA,"No matches found","DDA for preferred ion","[M-H]-1",26335297.750127,14156818.6697633,22763655.1411012,11980790.7476604,28585858.191548,20854723.4606917,12579676.2598987,8838724.47664273,6840137.51883285,7253820.85497384,41718240.6676379,11297355.2310544,23153404.8661776,43002352.4391992,41862277.2871179,8954800.49404621,9620448.7230551,8205440.96276545,25778358.2549487,32792171.84508,31301396.6196164,16137626.0410388,2.4,1.8,1.8,2.9,1.8,1.8,2.4,1.3,2.4,1.3,1.8,2.4,2.4,1.8,1.8,1.3,2.9,2.4,1.8,1.8,1.8,1.3,NA
NA,FALSE,"Heptadecanoic acid","C17 H34 O2","Not the top hit","No results","Full match",-1.41,270.2555,269.24822,2.291,42897199.5140451,0,NA,NA,NA,"Single match found","DDA for preferred ion","[M-H]-1",36296637.3820232,17276092.5328376,42897199.5140451,26913785.845155,39653725.8664202,19130261.8758772,26349362.9941142,17122292.9452931,21576335.1035295,14911205.1058758,30118011.7995659,35802148.1857618,14971101.957836,17585266.7697677,25352790.1419953,19689188.455601,17911165.1186469,27108772.4337952,13054903.0096394,16136135.3905943,19142023.5436041,12778477.5646116,8.9,8.9,8.9,7.8,8.9,8.9,8.9,8.4,8.9,8.9,8.9,8.9,8.9,7.8,8.9,8.9,8.9,7.8,8.9,8.9,8.9,8.9,8.9
NA,FALSE,NA,"C28 H61 N7 O3 S","Full match","No results","No results",5.1,575.4586,574.45132,2.041,42688007.7072445,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",6272663.89911665,42688007.7072445,2529488.20309926,39840489.449583,2972286.94908701,2242837.98243727,17772100.3118753,17488683.0304392,2214356.25752811,16588794.0238912,22076939.6128959,1296128.24534021,18030970.5751724,17763374.0522913,2883966.31955284,20045383.9092818,11620710.3328955,3604343.11326345,20868118.0380072,20186447.8426182,3604514.87322276,21425673.7614941,6.2,9.5,8.4,9.5,5.7,8.9,8.9,8.9,9.5,7.8,7.3,7.3,8.4,9.5,5.1,6.7,8.9,8.9,8.4,6.7,9.5,8.4,NA
NA,FALSE,NA,"C18 H16 O S","Full match","No results","No results",-7.1,280.0902,279.08292,2.302,41944006.7447126,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",18215334.7734338,11215380.8229131,9688016.0297462,25717505.0326166,13705211.3793646,4685449.09032315,15496714.2537605,21568853.6666981,18740008.2860169,9408881.35347195,41944006.7447126,39287542.6832253,7509051.06584339,20054311.0454623,29185141.607204,9694897.06344214,9022413.04530559,39211226.5322726,4213594.38177491,12215512.433835,20190406.0988121,3314493.96558925,5.7,4.6,5.7,4,5.1,8.9,5.7,4.6,4,5.1,3.5,5.7,5.1,5.7,3.5,5.7,3.5,2.9,2.9,5.7,3.5,6.2,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,285.27459,284.26731,7.59,41805042.8860837,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",26691214.235858,26074649.9928394,33707754.6426631,34181121.5201748,28882871.9622746,34691680.7856418,27198531.0698284,11638426.0857649,24231178.7951255,33455790.5547774,25518867.0420319,11544391.9529844,27220143.2065067,1275147.21462722,23993128.6246449,28751798.4206144,20449004.8800959,22991992.3271937,31635995.3270046,15626547.1108389,28737861.047356,41805042.8860837,3.5,2.9,4,5.1,4,5.1,2.9,1.8,2.9,4.6,4,2.4,4.6,1.3,4,4.6,2.9,4.6,4,1.8,4.6,NA,5.1
NA,FALSE,NA,NA,"No results","No results","No results",NA,280.38913,279.38185,2.307,41676163.9962796,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",3271779.61961591,8840027.93195619,6569007.7521396,12965173.4110181,8837816.78433124,5728703.55432182,9423898.18518435,15754778.8588361,8231289.87741492,8057667.7382507,24512009.4984594,41676163.9962796,6365965.58156049,8762295.08434608,28567782.732911,8091144.55783808,3103972.06486646,3884880.42705871,8168835.94903394,14700946.6703197,10753443.4433489,3631573.29586368,5.1,5.1,8.9,6.2,5.7,7.3,2.4,4,7.3,6.7,4,5.7,6.2,4.6,4.6,4.6,6.7,5.7,2.9,5.7,5.1,9.5,NA
NA,FALSE,"Oleic Acid","C18 H34 O2","No match","Invalid mass","No results",1000001.62,564.51222,563.50494,2.279,41303769.9466045,2,62.8,8.1,NA,"No matches found","DDA for preferred ion","[M-H]-1",12609803.4780109,8650931.14667419,6016444.59518921,41303769.9466045,12936018.7246872,3459772.93440459,27997544.5174888,10693256.826351,15386572.9805248,6562685.0558473,28477995.8930307,21076360.4547059,4666439.77482301,14309676.7482945,18427914.9212254,8330791.19896418,14242112.8980526,15097141.5642411,5335849.8501746,11621882.8517763,625274.050450103,3221471.2365906,8.9,9.5,10,9.5,9.5,8.9,8.9,7.3,8.9,9.5,8.9,8.9,8.4,8.4,7.8,10,9.5,7.3,9.5,6.7,8.6,8.4,2.5
NA,FALSE,NA,"C17 H45 N9 O3 P2 S","Full match","No results","No results",5.1,517.28677,516.27949,4.205,41265805.6499133,0,NA,NA,NA,"No matches found","No MS2","[M-H]-1",72401.2327106941,75395.8529417058,97723.6031047888,27606.7097770141,45751.1637898823,103472.155909582,41265805.6499133,12687.4589821983,104573.561398624,17559.1955935226,12929.7742803249,11577.000683854,21734.64924346,13976084.3236017,89603.7126727257,67893.076693871,18494.3549382806,14952485.9422877,28750.6119169919,11523120.8517265,18684.5335602945,25380.7176637134,4.7,6.8,NA,2.5,6.8,NA,8.9,NA,NA,7.1,NA,NA,NA,10,4.5,6.8,2.2,8.9,3,10,6.5,2.7,NA
NA,FALSE,"L-Cysteinesulfinic acid","C3 H7 N O4 S","Full match","Full match","No results",-1.14,153.0094,152.00213,4.741,40814626.8114371,2,77.8,8.9,NA,"No matches found","DDA for preferred ion","[M-H]-1",40814626.8114371,5425562.63677872,5243221.6913838,6198304.94632332,4203143.64225509,6195176.70423329,15684886.363849,8659979.72066434,15417962.5585491,26546084.1223951,5842641.65036168,5180218.12658617,14031664.9641749,3215324.34840133,3786896.23819337,6408740.32391475,5544901.85355886,2437627.45365976,6420341.37575495,3158195.68440129,5068419.837551,8712448.893045,8.4,6.7,6.7,6.7,6.7,6.7,7.8,6.7,7.3,8.4,6.2,7.3,7.3,6.2,5.7,6.7,6.7,5.1,7.8,5.1,6.7,6.2,2.1
NA,FALSE,NA,"C5 H14 N4 O P2 S2","Full match","No results","No results",8.32,272.01069,271.00341,11.828,40433726.2774454,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",36289738.7035535,34247493.0255761,35804554.3537757,34184694.9084296,36757666.3913078,38548699.5430427,33549152.6552644,26711688.4389827,38467488.8466629,34501545.4021483,29167852.5688298,29448527.5114306,16178622.2582719,28440827.3190284,29128320.6874467,32332254.3311472,25375342.4786684,40433726.2774454,29648251.2498958,28800566.2368135,26815542.5112353,27356963.5742558,6.2,5.1,5.1,4.6,5.1,5.1,4,5.7,5.1,5.7,4.6,4,6.2,5.1,4,4,6.2,4.6,3.5,4,5.1,5.7,NA
NA,FALSE,NA,NA,"No results","No results","No results",NA,115.94331,114.93604,8.519,40314704.1694143,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M-H]-1",19940107.0379073,19484334.6661908,21901116.7580441,18819479.6123686,24555766.147332,18937160.6835381,20618160.6439815,21062827.9546737,23603097.8115308,18360787.4173456,18792763.9796626,22205526.9673394,40314704.1694143,19719745.550977,21828233.7891122,19092950.4746959,22264376.6974376,18860443.7958601,19144347.1834991,20297229.7342285,13447777.7252158,36104102.5467429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.6,NA,NA,NA,NA,NA,NA,NA,2.4,4.6,NA
