"Tags","Checked","Name","Formula","Annot. Source: Predicted Compositions","Annot. Source: mzCloud Search","Annot. Source: ChemSpider Search","Annot. Source: MassList Search","Annot. DeltaMass [Da]","Annot. DeltaMass [ppm]","Calc. MW","m/z","RT [min]","Area (Max.)","# mzCloud Results","mzCloud Best Match","mzCloud Best Match Confidence","mzCloud Best Sim. Match","Mass List Match: metabolites list_230424_ForCD","MS2","Reference Ion","Area: 2M_22_pos.raw (F3)","Area: 2M_31_pos.raw (F4)","Area: 2M_20_pos.raw (F5)","Area: 2M_26_pos.raw (F6)","Area: 2M_23_pos.raw (F7)","Area: 2M_17_pos.raw (F8)","Area: 2M_33_pos.raw (F9)","Area: 2M_16_pos.raw (F10)","Area: 1M_09_pos.raw (F13)","Area: 1M_07_pos.raw (F14)","Area: 1M_11_pos.raw (F15)","Area: 1M_06_pos.raw (F16)","Area: 1M_10_pos.raw (F17)","Area: 4M_05_pos.raw (F19)","Area: 1M_05_pos.raw (F20)","Area: 4M_04_pos.raw (F21)","Area: 1M_02_pos.raw (F22)","Area: 4M_03_pos.raw (F23)","Area: 1M_04_pos.raw (F24)","Area: 4M_02_pos.raw (F25)","Area: 1M_01_pos.raw (F26)","Area: 4M_01_pos_20250210171958.raw (F27)","Group Area: 2M_22_pos","Group Area: 2M_31_pos","Group Area: 2M_20_pos","Group Area: 2M_26_pos","Group Area: 2M_23_pos","Group Area: 2M_17_pos","Group Area: 2M_33_pos","Group Area: 2M_16_pos","Group Area: 1M_09_pos","Group Area: 1M_07_pos","Group Area: 1M_11_pos","Group Area: 1M_06_pos","Group Area: 1M_10_pos","Group Area: 4M_05_pos","Group Area: 1M_05_pos","Group Area: 4M_04_pos","Group Area: 1M_02_pos","Group Area: 4M_03_pos","Group Area: 1M_04_pos","Group Area: 4M_02_pos","Group Area: 1M_01_pos","Group Area: 4M_01_pos_20250210171958","Peak Rating: 2M_22_pos.raw (F3)","Peak Rating: 2M_31_pos.raw (F4)","Peak Rating: 2M_20_pos.raw (F5)","Peak Rating: 2M_26_pos.raw (F6)","Peak Rating: 2M_23_pos.raw (F7)","Peak Rating: 2M_17_pos.raw (F8)","Peak Rating: 2M_33_pos.raw (F9)","Peak Rating: 2M_16_pos.raw (F10)","Peak Rating: 1M_09_pos.raw (F13)","Peak Rating: 1M_07_pos.raw (F14)","Peak Rating: 1M_11_pos.raw (F15)","Peak Rating: 1M_06_pos.raw (F16)","Peak Rating: 1M_10_pos.raw (F17)","Peak Rating: 4M_05_pos.raw (F19)","Peak Rating: 1M_05_pos.raw (F20)","Peak Rating: 4M_04_pos.raw (F21)","Peak Rating: 1M_02_pos.raw (F22)","Peak Rating: 4M_03_pos.raw (F23)","Peak Rating: 1M_04_pos.raw (F24)","Peak Rating: 4M_02_pos.raw (F25)","Peak Rating: 1M_01_pos.raw (F26)","Peak Rating: 4M_01_pos_20250210171958.raw (F27)"
NA,FALSE,"1-[(9Z)-octadecenyl]-2-hexadecanoyl-sn-glycero-3-phosphocholine","C42 H84 N O7 P","No results","No results","Full match","No results",-0.00144,-1.93,745.5971,746.60438,3.021,5482697.14106031,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",1453056.59397672,2122396.47822066,2990655.52951364,2467108.13646893,1861823.80716372,5482697.14106031,2246331.72605899,2164843.98220316,1773560.07689368,1121366.82997084,427985.016849245,1289045.24454942,702085.094654601,2355868.11418113,1305063.62814762,2709845.89050758,3208413.60305565,1344680.87266135,1207020.90033849,1809545.53056345,1410202.86806254,1777539.04463123,1453056.59397672,2122396.47822066,2990655.52951364,2467108.13646893,1861823.80716372,5482697.14106031,2246331.72605899,2164843.98220316,1773560.07689368,1121366.82997084,427985.016849245,1289045.24454942,702085.094654601,2355868.11418113,1305063.62814762,2709845.89050758,3208413.60305565,1344680.87266135,1207020.90033849,1809545.53056345,1410202.86806254,1777539.04463123,3.7,3.2,6.7,7.5,5.3,7.3,5.3,3.2,7.5,6.4,6.6,8,3.4,5.9,2.1,7.5,4,4.2,3.7,5.3,5.3,5.9
NA,FALSE,"1-[(4-chlorophenyl)sulfonyl]-3-[3-(trifluoromethyl)-1H-pyrazol-1-yl]propan-2-ol","C13 H12 Cl F3 N2 O3 S","No match","Invalid mass","No results","No results",17.01823,46242.55,385.03915,368.03589,14.925,3334461.35515327,1,50.5,7.5,NA,"No matches found","DDA for preferred ion","[M+H-H2O]+1",2403106.49057853,1480562.98144498,2935813.86572302,2913623.16949565,3003914.41250797,2907079.95595274,3334461.35515327,2941092.9628456,1948220.16040349,2247642.47763541,2009882.43773298,2175638.09189165,1181552.51832364,2244472.1967906,1408511.22106444,1690617.38227489,1194967.83327095,936714.708261726,1333430.42908759,1366900.50012809,374475.950320874,1044820.69221665,2403106.49057853,1480562.98144498,2935813.86572302,2913623.16949565,3003914.41250797,2907079.95595274,3334461.35515327,2941092.9628456,1948220.16040349,2247642.47763541,2009882.43773298,2175638.09189165,1181552.51832364,2244472.1967906,1408511.22106444,1690617.38227489,1194967.83327095,936714.708261726,1333430.42908759,1366900.50012809,374475.950320874,1044820.69221665,7,7.5,7.8,4,6.7,7.8,6.7,6.2,5.3,5.3,7,7.5,7,5.9,5.3,4.8,7,5.3,5.3,6.4,2.3,5.3
NA,FALSE,"1-(4-Aminobutyl)urea","C5 H13 N3 O","Full match","No results","Full match","No results",9e-05,0.67,131.10595,115.08666,18.89,2066231.04685826,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H-NH3]+1",1326836.93203851,1188970.27456424,1080439.23114952,604803.398336195,700988.532166765,1105172.9909094,476827.296606623,1343872.90953927,1143376.03817181,994579.18092336,1371435.14536109,1653458.60553926,1336197.29381523,1740374.59316134,2066231.04685826,1462672.16572787,1061682.372756,1458928.8943621,1210278.18638509,737049.021153205,773351.256250543,1341975.23284197,1326836.93203851,1188970.27456424,1080439.23114952,604803.398336195,700988.532166765,1105172.9909094,476827.296606623,1343872.90953927,1143376.03817181,994579.18092336,1371435.14536109,1653458.60553926,1336197.29381523,1740374.59316134,2066231.04685826,1462672.16572787,1061682.372756,1458928.8943621,1210278.18638509,737049.021153205,773351.256250543,1341975.23284197,3.2,3.2,3.2,1.2,2.3,1,1.2,3.2,2.1,2.1,2.1,1,3.2,3.7,3.7,3.7,2.6,4.2,2.6,1.2,1.5,2.6
NA,FALSE,"1-(1Z-hexadecenyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine","C39 H74 N O7 P","No results","No results","Full match","No results",-0.0011,-1.57,699.51919,700.52594,3.831,3049853.75164851,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",1434962.99518975,424875.975251575,1904130.10460976,572662.409190103,371585.732178999,3049853.75164851,1568503.00960597,1110662.2000335,758167.757315813,485909.120037644,480000.506417371,373555.994972043,636248.97374543,1641492.49419907,180904.456516956,769558.024916017,1776511.04516903,791900.84393527,540977.919934323,463610.588522934,403389.301883494,1071007.24599951,1434962.99518975,424875.975251575,1904130.10460976,572662.409190103,371585.732178999,3049853.75164851,1568503.00960597,1110662.2000335,758167.757315813,485909.120037644,480000.506417371,373555.994972043,636248.97374543,1641492.49419907,180904.456516956,769558.024916017,1776511.04516903,791900.84393527,540977.919934323,463610.588522934,403389.301883494,1071007.24599951,2.1,7.7,7.5,8.8,5.5,8.4,6.4,8,4.2,6.6,5.5,5,4.5,7.5,6.3,9.1,3.7,5.9,3.9,3.9,5.5,7
NA,FALSE,"1-(1Z-hexadecenyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine","C39 H74 N O7 P","No results","No results","Full match","No results",-0.00099,-1.41,699.5193,700.52673,2.982,9642606.39507791,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",166186.450160686,342470.41301242,3369531.69067403,579751.978400049,321090.32873043,9642606.39507791,4135042.71730524,439017.953638389,835586.55898276,592183.995915889,219663.230790806,553732.366309123,515510.231221506,469250.614927419,333970.141417898,634143.193384552,1615379.14982365,307147.66416205,627658.148769871,3110347.69551298,553044.430651248,595091.926486906,166186.450160686,342470.41301242,3369531.69067403,579751.978400049,321090.32873043,9642606.39507791,4135042.71730524,439017.953638389,835586.55898276,592183.995915889,219663.230790806,553732.366309123,515510.231221506,469250.614927419,333970.141417898,634143.193384552,1615379.14982365,307147.66416205,627658.148769871,3110347.69551298,553044.430651248,595091.926486906,2,5.5,8.9,3.9,8.3,8.4,7.8,3.4,5.3,7.7,6.8,6.6,1.7,7.2,5.5,4.5,4.8,6.6,2.8,8.9,3.4,4.5
NA,FALSE,"1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-icosatrienoyl)-sn-glycero-3-phosphoethanolamine","C41 H76 N O7 P","No results","No results","Full match","No results",-0.00128,-1.77,725.53466,726.54299,2.982,882324.681970907,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",395156.595626447,471991.208079086,346245.27110227,373510.518670844,260935.20373996,232721.358063259,359973.064748615,238733.553849777,579488.432775648,493925.94471184,116003.894061177,11227.9608035552,232384.207142152,572420.551582258,386122.060530137,267965.714460542,882324.681970907,165894.570999833,186714.230054903,272819.522566385,206445.860204516,291275.83313667,395156.595626447,471991.208079086,346245.27110227,373510.518670844,260935.20373996,232721.358063259,359973.064748615,238733.553849777,579488.432775648,493925.94471184,116003.894061177,11227.9608035552,232384.207142152,572420.551582258,386122.060530137,267965.714460542,882324.681970907,165894.570999833,186714.230054903,272819.522566385,206445.860204516,291275.83313667,4.5,NA,NA,NA,5.2,4.7,6.6,6.8,NA,NA,NA,6.5,NA,6.1,NA,NA,7.5,NA,NA,NA,5.2,7.7
NA,FALSE,"1-(1Z-hexadecenyl)-2-(8Z,11Z,14Z-icosatrienoyl)-sn-glycero-3-phosphoethanolamine","C41 H76 N O7 P","No results","No results","Full match","No results",-0.00046,-0.63,725.53548,748.52645,3.832,40035856.7696363,0,NA,NA,NA,"No matches found","DDA for other ion","[M+Na]+1",16726534.197981,10828754.6603793,31323565.1727412,22754201.6824631,1234010.38375161,40035856.7696363,21949399.6725999,18596167.603205,19339302.0876888,30019425.2491821,4817550.18303203,9869612.00374064,10507346.2597244,26262364.1861062,20108914.39044,29706288.685893,13406669.7581914,20405581.8909095,16336181.9324341,12563604.5223151,7105799.71539146,27612520.5352207,16726534.197981,10828754.6603793,31323565.1727412,22754201.6824631,1234010.38375161,40035856.7696363,21949399.6725999,18596167.603205,19339302.0876888,30019425.2491821,4817550.18303203,9869612.00374064,10507346.2597244,26262364.1861062,20108914.39044,29706288.685893,13406669.7581914,20405581.8909095,16336181.9324341,12563604.5223151,7105799.71539146,27612520.5352207,5.7,8.9,7.8,9.5,6.4,8.9,7.8,8.4,9.5,9.5,8.9,5.7,5.7,8.9,6.7,9.5,6.7,9.5,4.6,4.6,8.9,8.9
NA,FALSE,"1-(1Z-hexadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C43 H74 N O7 P","No results","No results","Full match","No results",-0.00713,-9.54,747.51316,748.51994,2.111,43658120.2926979,0,NA,NA,NA,"No matches found","DDA for other ion","[M+H]+1",932567.624672292,519998.500177688,1488210.41747372,11582072.4784144,941360.032311292,6673345.46267821,2478926.05712808,1048052.01003471,1049660.85650247,2748728.71280945,91779.9559737585,43658120.2926979,573978.071957635,2339728.00784338,542971.237478089,4023196.26491853,373653.753753849,365573.15067996,861871.206960254,202786.828768478,355593.329861347,1515196.17399106,932567.624672292,519998.500177688,1488210.41747372,11582072.4784144,941360.032311292,6673345.46267821,2478926.05712808,1048052.01003471,1049660.85650247,2748728.71280945,91779.9559737585,43658120.2926979,573978.071957635,2339728.00784338,542971.237478089,4023196.26491853,373653.753753849,365573.15067996,861871.206960254,202786.828768478,355593.329861347,1515196.17399106,2.6,7.2,8.6,9.5,4.8,7.3,8,4.8,8.6,7,7.1,6.7,4.5,8.6,6.1,7.3,NA,7.7,2.6,6.8,7.2,8.6
NA,FALSE,"1-(1Z,9Z-octadecadienyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C45 H76 N O7 P","No results","No results","Full match","No results",-0.00153,-1.98,773.53441,774.54175,3.827,17711834.4351793,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",4122960.79266135,96689.3025609832,13184694.3024168,10358510.2038945,2704829.88483187,8004574.48448554,4303350.90699092,141965.790991259,12210208.133341,15496764.2971162,2229456.0806127,4567967.83705748,96678.2347510829,5201340.91166919,4884590.35446225,6082389.12687782,2927728.85512091,8025591.27239258,200584.046988135,6354331.78583892,5799251.87889839,17711834.4351793,4122960.79266135,96689.3025609832,13184694.3024168,10358510.2038945,2704829.88483187,8004574.48448554,4303350.90699092,141965.790991259,12210208.133341,15496764.2971162,2229456.0806127,4567967.83705748,96678.2347510829,5201340.91166919,4884590.35446225,6082389.12687782,2927728.85512091,8025591.27239258,200584.046988135,6354331.78583892,5799251.87889839,17711834.4351793,4.6,NA,5.7,9.5,8.6,7.3,6.7,NA,7.8,7.8,9.1,5.7,NA,8.4,6.7,8.9,7.8,9.5,8.5,6.2,7.8,8.9
NA,FALSE,"1,8-Diazabicyclo [5.4.0]undec-7-ene","C9 H16 N2","Full match","Full match","No results","No results",-9e-05,-0.62,152.13125,153.13853,8.338,3708594.32760508,1,52.3,7.6,NA,"No matches found","DDA for preferred ion","[M+H]+1",2927483.46846915,2914175.06220323,3609304.15120342,1653516.93420158,1705975.26926471,2722313.26845319,1194052.0731327,831914.807945748,2503209.51945429,3359859.07951549,1820113.21225265,2429781.33678873,2013235.75176197,2486784.28215871,1248646.998071,2366247.89992248,3541594.8708863,2463104.72142069,2133013.08724197,3708594.32760508,2440774.47565281,2113091.19112484,2927483.46846915,2914175.06220323,3609304.15120342,1653516.93420158,1705975.26926471,2722313.26845319,1194052.0731327,831914.807945748,2503209.51945429,3359859.07951549,1820113.21225265,2429781.33678873,2013235.75176197,2486784.28215871,1248646.998071,2366247.89992248,3541594.8708863,2463104.72142069,2133013.08724197,3708594.32760508,2440774.47565281,2113091.19112484,2.4,3.5,4.6,4.2,4.2,4.8,3.2,5.9,3.7,5.1,4.8,2.6,2.6,4.2,5.3,4.8,5.1,4.8,5.3,3.5,4.2,4.8
NA,FALSE,"1,5-Naphthalenediamine","C10 H10 N2","Full match","No results","Partial match","Full match",-0.00012,-0.73,158.08428,159.09156,9.598,388904.952886168,0,NA,NA,NA,"Single match found","No MS2","[M+H]+1",182767.003797612,214809.207952518,203756.668044741,135560.593478104,60592.9703625193,64154.3136140536,388904.952886168,53464.4058495349,126315.059532877,83208.7810103001,172814.250772506,63411.8914349324,44817.044513657,87665.2122369838,239928.58041067,117583.57740952,316199.159818667,141343.760620492,158839.560036437,253815.377369951,269792.429356609,195237.328382616,182767.003797612,214809.207952518,203756.668044741,135560.593478104,60592.9703625193,64154.3136140536,388904.952886168,53464.4058495349,126315.059532877,83208.7810103001,172814.250772506,63411.8914349324,44817.044513657,87665.2122369838,239928.58041067,117583.57740952,316199.159818667,141343.760620492,158839.560036437,253815.377369951,269792.429356609,195237.328382616,5.2,4.7,4.7,4.7,6,3.8,2.8,2.2,4.1,0.5,5.2,2.2,2.2,3.3,4.7,3.6,5.5,3.6,4.1,5.2,5.2,5.2
NA,FALSE,"1,5-DAN","C10 H10 N2","Full match","No results","Full match","No results",-7e-05,-0.44,158.08433,159.0916,3.556,572785.225744291,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",215555.669537978,94621.5224627102,403233.741147274,572785.225744291,172414.695920497,242231.752921079,184899.713093976,345595.002992065,306763.117108307,305361.549450123,250790.696022384,182288.956589376,321517.15583784,217138.72541487,113885.761628392,208170.329011239,169727.220882157,159956.280771176,108356.408250463,78177.8262915471,77967.6218156513,88999.1408946873,215555.669537978,94621.5224627102,403233.741147274,572785.225744291,172414.695920497,242231.752921079,184899.713093976,345595.002992065,306763.117108307,305361.549450123,250790.696022384,182288.956589376,321517.15583784,217138.72541487,113885.761628392,208170.329011239,169727.220882157,159956.280771176,108356.408250463,78177.8262915471,77967.6218156513,88999.1408946873,3.6,0.9,3.4,2.8,0.9,2,2,NA,4.5,2.3,3,NA,NA,3.6,6.3,2,2.5,3,NA,NA,0,0
NA,FALSE,"1,5-Anhydro-1-(2,4,6-trihydroxyphenyl)hexitol","C12 H16 O8","Full match","No results","Full match","No results",-0.00041,-1.41,288.08411,289.09138,15.72,271641.002859318,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",96218.0609297524,271641.002859318,146630.96389738,155190.303851529,161551.315883853,60239.8114771962,125032.962814158,125972.704315964,142731.096901172,200267.118158574,124472.065922688,76936.2079829267,97540.0255261431,55771.8387662997,155899.327545288,28620.163017646,62619.5788193449,34491.5407255457,165897.223761461,39967.504947625,155077.395063498,26880.5677279165,96218.0609297524,271641.002859318,146630.96389738,155190.303851529,161551.315883853,60239.8114771962,125032.962814158,125972.704315964,142731.096901172,200267.118158574,124472.065922688,76936.2079829267,97540.0255261431,55771.8387662997,155899.327545288,28620.163017646,62619.5788193449,34491.5407255457,165897.223761461,39967.504947625,155077.395063498,26880.5677279165,7.4,8.3,6.3,7.4,7.9,7.1,5.2,6.8,6.8,5.2,5.2,6.5,6.3,6,4.1,6.5,7.6,3.3,6.3,5.4,6.3,4.3
NA,FALSE,"1,5,6,7-tetrahydropteridin","C6 H8 N4","Full match","Invalid mass","Full match","No results",-0.00014,-1.04,136.07475,137.08203,1.371,17187325.9301996,3,NA,NA,60.8,"No matches found","DDA for preferred ion","[M+H]+1",87104.3679771942,689189.012315628,39961.3850814888,3737647.66746817,536166.393291924,278060.947843483,797286.609145944,1483165.29807202,16449.7241858554,42303.406844927,186358.056382648,6008300.2456711,9482644.17234994,126999.492451436,4196388.09075625,13233.2779726577,4376323.58813577,7246474.03256539,73611.017965175,17187325.9301996,2473792.98349222,7240.82056566979,87104.3679771942,689189.012315628,39961.3850814888,3737647.66746817,536166.393291924,278060.947843483,797286.609145944,1483165.29807202,16449.7241858554,42303.406844927,186358.056382648,6008300.2456711,9482644.17234994,126999.492451436,4196388.09075625,13233.2779726577,4376323.58813577,7246474.03256539,73611.017965175,17187325.9301996,2473792.98349222,7240.82056566979,3.8,2.8,1.6,3.5,5,2.8,9.1,5.9,NA,4.3,7.9,1.3,2.9,0.3,2.9,6.5,3.5,2.9,2.2,1.8,1.5,NA
NA,FALSE,"1,3,7-Octanetriol","C8 H18 O3","Full match","No results","Full match","No results",-0.00023,-1.4,162.12537,163.13265,1.025,1469073.87835255,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",432364.249524181,519384.16067631,397996.106372677,339449.233746298,276049.281835053,395187.019537181,1469073.87835255,385309.394672972,153563.886198197,331371.48549219,322156.992877295,279467.57244724,440610.595604371,517132.824164822,288769.000197022,300626.728602644,384826.568333442,301720.694012082,382396.420397472,372501.656909902,342833.125078259,433159.220068737,432364.249524181,519384.16067631,397996.106372677,339449.233746298,276049.281835053,395187.019537181,1469073.87835255,385309.394672972,153563.886198197,331371.48549219,322156.992877295,279467.57244724,440610.595604371,517132.824164822,288769.000197022,300626.728602644,384826.568333442,301720.694012082,382396.420397472,372501.656909902,342833.125078259,433159.220068737,8.8,6.1,7.2,9.3,2.8,5.5,2.6,8.8,2,8.8,7.7,6.6,9.3,9.3,8.3,8.3,7.2,8.3,9.3,7.7,8.3,9.3
NA,FALSE,"1,3,7-Octanetriol","C8 H18 O3","Full match","No results","Full match","No results",-0.00013,-0.79,162.12547,163.13274,3.203,1049127.72502323,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",86873.9325855649,682672.89213581,1049127.72502323,62605.4792382453,85886.3103352333,134133.397999077,448649.153885561,102605.33563695,192628.545995316,798666.344254402,210553.037532295,102618.245439834,129695.802318879,738126.824232858,212718.33020338,79263.0005709628,118130.738198947,121842.710832932,132116.796641768,60027.9672658466,693780.124935675,325130.722476893,86873.9325855649,682672.89213581,1049127.72502323,62605.4792382453,85886.3103352333,134133.397999077,448649.153885561,102605.33563695,192628.545995316,798666.344254402,210553.037532295,102618.245439834,129695.802318879,738126.824232858,212718.33020338,79263.0005709628,118130.738198947,121842.710832932,132116.796641768,60027.9672658466,693780.124935675,325130.722476893,2.7,2.8,1,3.3,NA,NA,0.7,NA,NA,1.5,3,NA,NA,0.7,6.3,6.5,4.1,NA,NA,0.5,0.7,0.7
NA,FALSE,"1,3,5-Heptatriene, (E,E)-","C7 H10","Full match","Invalid mass","Full match","No results",3e-04,3.22,94.07855,95.08583,2.399,1627413.43702152,8,NA,NA,54.9,"No matches found","DDA for preferred ion","[M+H]+1",155606.104153683,606837.032820842,419607.672852482,1077577.24970146,202545.317208213,1566581.58049628,71478.0803465807,1401903.59399508,301231.457425052,879772.228022055,758513.164168852,346563.0595403,442986.696604412,1292047.157377,1627413.43702152,1273901.39694587,664819.954306932,518243.246942625,34028.229703829,1236225.74011004,1052059.4648422,967422.642680721,155606.104153683,606837.032820842,419607.672852482,1077577.24970146,202545.317208213,1566581.58049628,71478.0803465807,1401903.59399508,301231.457425052,879772.228022055,758513.164168852,346563.0595403,442986.696604412,1292047.157377,1627413.43702152,1273901.39694587,664819.954306932,518243.246942625,34028.229703829,1236225.74011004,1052059.4648422,967422.642680721,2,3.4,4.5,5.3,3.6,8.6,7.1,5.9,0.7,2.6,5.9,2.8,1.2,5.9,5.3,5.9,3.9,3.4,5.4,3.2,4.8,5.3
NA,FALSE,"1,28-Octacosanediyl (2E,2′E)bis[3-(3-hydroxy-4-methoxyphenyl)acrylate]","C48 H74 O8","No results","No results","Full match","No results",-0.0048,-6.17,778.53357,779.54085,3.829,35628708.9306598,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",15690027.7322845,10983.9784457902,87882.0188459809,81937.8224237197,36621.3124335401,101828.111728072,9892322.59741696,12720110.9788668,14136344.4369269,21231435.4753601,3287828.65487815,17110475.6739258,9388886.35656816,91839.4826034556,11938121.0315035,96336.0311488563,68857.1868677676,68617.2663952906,35628708.9306598,73529.5349903603,4884460.92571073,19048925.7588448,15690027.7322845,10983.9784457902,87882.0188459809,81937.8224237197,36621.3124335401,101828.111728072,9892322.59741696,12720110.9788668,14136344.4369269,21231435.4753601,3287828.65487815,17110475.6739258,9388886.35656816,91839.4826034556,11938121.0315035,96336.0311488563,68857.1868677676,68617.2663952906,35628708.9306598,73529.5349903603,4884460.92571073,19048925.7588448,6.2,6,NA,NA,NA,NA,9.5,8.4,9.5,9.5,6.7,8.9,6.2,NA,8.4,NA,NA,NA,8.4,NA,5.7,9.5
NA,FALSE,"1,28-Octacosanediyl (2E,2′E)bis[3-(3-hydroxy-4-methoxyphenyl)acrylate]","C48 H74 O8","No results","No results","Full match","No results",-0.00442,-5.67,778.53395,779.54123,3.068,49164879.2135779,0,NA,NA,NA,"No matches found","DDA for preferred ion","[M+H]+1",457776.502418571,10665208.5390485,3730715.64321268,49164879.2135779,850454.911156874,825479.812211864,41042101.6889755,1530260.40310214,14136344.4369269,3858088.67675842,14221962.459607,3642544.5151264,19532934.3275741,646226.995670034,29589743.6300431,3749166.41190958,104457.464018454,391334.747731432,35628708.9306598,3680999.70409876,2233867.19404049,2723508.63191582,457776.502418571,10665208.5390485,3730715.64321268,49164879.2135779,850454.911156874,825479.812211864,41042101.6889755,1530260.40310214,14136344.4369269,3858088.67675842,14221962.459607,3642544.5151264,19532934.3275741,646226.995670034,29589743.6300431,3749166.41190958,104457.464018454,391334.747731432,35628708.9306598,3680999.70409876,2233867.19404049,2723508.63191582,2.8,5.7,NA,8.9,9.1,6.4,8.4,3.7,9.5,NA,8.4,6.2,6.2,5.5,7.8,NA,6.8,7.2,8.4,NA,NA,NA
NA,FALSE,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)","C42 H79 O10 P","No results","No results","Full match","No results",-0.00311,-4.01,774.53798,775.54525,3.808,18910613.2709349,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",6989394.7096712,9128175.02400134,18910613.2709349,10552743.1574201,2704829.88483187,18865131.9326662,7612537.60799344,5364106.02104619,169628.279167058,15389704.4422177,63405.909836447,4431366.37378617,3696914.36704294,9275587.07861583,81337.9448147785,11732184.285088,7693546.3443659,7938118.65317927,6574228.68954692,4110976.35888192,3914359.25441206,11170333.4004344,6989394.7096712,9128175.02400134,18910613.2709349,10552743.1574201,2704829.88483187,18865131.9326662,7612537.60799344,5364106.02104619,169628.279167058,15389704.4422177,63405.909836447,4431366.37378617,3696914.36704294,9275587.07861583,81337.9448147785,11732184.285088,7693546.3443659,7938118.65317927,6574228.68954692,4110976.35888192,3914359.25441206,11170333.4004344,9.5,5.7,10,9.5,8.6,7.8,7.3,8.4,4.1,7.8,1.6,5.7,8.4,8.9,6.5,9.5,6.7,10,2.9,4,7.8,9.5
NA,FALSE,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)","C42 H79 O10 P","No results","No results","Full match","No results",-0.00322,-4.16,774.53786,775.54514,3.67,9128175.02400134,0,NA,NA,NA,"No matches found","No MS2","[M+H]+1",7561.70750502477,9128175.02400134,7898.06562565316,5856.76344778297,4685.23408761388,7129.10996794752,12022.1220096158,1553804.53253981,169628.279167058,1141536.37934134,63405.909836447,5110.401278186,52488.3567079691,1020147.42562557,670299.194927787,977998.174180206,7646.15835729006,5565.35300756568,7600.28794946156,33325.7544416731,595332.740574299,5618.40055465685,7561.70750502477,9128175.02400134,7898.06562565316,5856.76344778297,4685.23408761388,7129.10996794752,12022.1220096158,1553804.53253981,169628.279167058,1141536.37934134,63405.909836447,5110.401278186,52488.3567079691,1020147.42562557,670299.194927787,977998.174180206,7646.15835729006,5565.35300756568,7600.28794946156,33325.7544416731,595332.740574299,5618.40055465685,NA,5.7,NA,NA,NA,NA,NA,2.6,4.1,7,1.6,NA,3.8,5.9,2.8,3.7,NA,NA,NA,NA,3.4,NA
NA,FALSE,"1,2-dihydroxyheptadec-16-yn-4-yl acetate","C19 H34 O4","No results","Invalid mass","No results","No results",-175.12297,-536782.45,151.12274,366.26321,4.072,1852455.80864706,1,57.2,7.9,NA,"No matches found","DDA for other ion","[2M+ACN+Na]+1",802288.881158618,1173973.77372222,1803049.9310541,590053.912926471,669295.001421615,1153290.74177131,1011931.10842488,860264.997491382,1852455.80864706,1212176.59287947,417786.676388879,616193.922208954,498587.762023902,315401.222421417,1783921.36112933,643831.211250191,1098188.0829846,249306.758382937,892590.460155096,277498.27446898,924722.375566803,129140.902853953,802288.881158618,1173973.77372222,1803049.9310541,590053.912926471,669295.001421615,1153290.74177131,1011931.10842488,860264.997491382,1852455.80864706,1212176.59287947,417786.676388879,616193.922208954,498587.762023902,315401.222421417,1783921.36112933,643831.211250191,1098188.0829846,249306.758382937,892590.460155096,277498.27446898,924722.375566803,129140.902853953,7,8,8.6,6.6,8.8,7.5,8,8,7.5,9.1,7.7,7.7,6.1,6.1,8.6,7.2,8,7.9,7.5,8.3,9.1,8.5
