"tissue","raw.file","sequence.id","ion.mode","sample","cohort","timepoint","name","formula","medrt","medmz","ion.count"
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,59067.47
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,98891.12
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,0
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,287350.94
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Glutamine","C5H10N2O3",14.489,146.05928,2407969
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Histidine","C6H9N3O2",14.662,154.062378,143112.39
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Isoleucine","C6H13NO2",10.4725,130.5890505,2578157
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Lactic acid","C3H6O3",8.0075,89.526058,61706444
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Leucine","C6H13NO2",9.946,130.589043,3795598.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Lysine","C6H14N2O2",18.448,145.596428,602579.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Methionine","C5H11NO2S",10.732,148.0439,699772.31
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Phenylalanine","C9H11NO2",9.527,165.076538,3109908
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Proline","C5H9NO2",12.663,114.5577165,1196968.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Serine","C3H7NO3",14.571,104.035301,118719.54
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Threonine","C4H9NO3",14.098,118.050842,534290.62
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","L-Tyrosine","C9H11NO3",11.515,180.066528,783640.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,194573360
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,196145328
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,135583600
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,24112194
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,61305388
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Valine","C5H11NO2",11.9165,116.570152,2063941.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,733757.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M17_sys_sac_neg","nega","2M17","2","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,7186532
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,904898.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,11312320
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Citric acid","C6H8O7",15.183,191.01976,0
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,720818.31
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Glycine","C2H5NO2",14.387,74.024841,117608.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Alanine","C3H7NO2",14.045,88.5421295,2118403.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Arginine","C6H14N4O2",18.337,173.104416,30513.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,74637.06
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,31543.87
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,1849.21
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,204682.94
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,1737688.62
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Histidine","C6H9N3O2",14.662,154.062378,32733.68
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,3281051
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,49159404
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Leucine","C6H13NO2",9.946,130.589043,4170674.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Lysine","C6H14N2O2",18.448,145.596428,451588.66
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Methionine","C5H11NO2S",10.732,148.0439,525495.69
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,2533880
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Proline","C5H9NO2",12.663,114.5577165,1349019.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Serine","C3H7NO3",14.571,104.035301,81413.48
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Threonine","C4H9NO3",14.098,118.050842,496163.47
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,442549.16
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Linoleic acid","C18H32O2",2.2255,279.734528,64453044
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Oleic acid","C18H34O2",2.208,282.251953,58086656
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Palmitic acid","C16H32O2",2.238,256.738342,55821696
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Pyruvic acid","C3H4O3",3.755,88.0121,5549193.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Stearic acid","C18H36O2",2.198,284.76947,22545374
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Valine","C5H11NO2",11.9165,116.570152,2360541
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","Valine-C13N15","C5H11NO2",11.926,122.085609,734792.31
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_pv_neg","nega","2M20","2","pv","alpha-D-Glucose","C6H12O6",12.788,180.560341,7088994
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,700916.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Arachidonic acid","C20H32O2",2.1925,305.741516,32441590
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Citric acid","C6H8O7",15.183,191.01976,97098.69
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","D-Tryptophan","C11H12N2O2",9.496,204.5862045,2722645
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Glycine","C2H5NO2",14.387,74.024841,250326.05
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Alanine","C3H7NO2",14.045,88.5421295,1228574.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Arginine","C6H14N4O2",18.337,173.104416,329555.03
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,116410.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,173657.59
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,0
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,196552.58
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Glutamine","C5H10N2O3",14.489,146.05928,3112051.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Histidine","C6H9N3O2",14.662,154.062378,393383.34
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Isoleucine","C6H13NO2",10.4725,130.5890505,2733448.75
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Lactic acid","C3H6O3",8.0075,89.526058,59940740
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Leucine","C6H13NO2",9.946,130.589043,4774990.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Lysine","C6H14N2O2",18.448,145.596428,707485.56
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Methionine","C5H11NO2S",10.732,148.0439,731872.19
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Phenylalanine","C9H11NO2",9.527,165.076538,3380496
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Proline","C5H9NO2",12.663,114.5577165,1305609.12
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Serine","C3H7NO3",14.571,104.035301,140604.8
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Threonine","C4H9NO3",14.098,118.050842,639539.94
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","L-Tyrosine","C9H11NO3",11.515,180.066528,821355.75
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,196773584
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,502108544
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,169781568
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,18931648
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,61121876
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Valine","C5H11NO2",11.9165,116.570152,2058606.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,768654.69
"Serum","0100 and 0200 STD Compound List negative.csv","2M20_sys_sac_neg","nega","2M20","2","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,6400054
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,1367399.12
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,12680416
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Citric acid","C6H8O7",15.183,191.01976,54689.59
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,1107132.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Glycine","C2H5NO2",14.387,74.024841,92508.06
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Alanine","C3H7NO2",14.045,88.5421295,2161745
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Arginine","C6H14N4O2",18.337,173.104416,124512.72
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,98063.85
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,28242.62
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,799.53
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,212290.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,1534426.62
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Histidine","C6H9N3O2",14.662,154.062378,55750.06
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,2802957.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,43916928
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Leucine","C6H13NO2",9.946,130.589043,3627378.75
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Lysine","C6H14N2O2",18.448,145.596428,445214.66
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Methionine","C5H11NO2S",10.732,148.0439,638958.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,2718029
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Proline","C5H9NO2",12.663,114.5577165,1662156.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Serine","C3H7NO3",14.571,104.035301,124837.23
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Threonine","C4H9NO3",14.098,118.050842,591034.19
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,474174.72
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Linoleic acid","C18H32O2",2.2255,279.734528,47639628
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Oleic acid","C18H34O2",2.208,282.251953,39865844
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Palmitic acid","C16H32O2",2.238,256.738342,38705684
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Pyruvic acid","C3H4O3",3.755,88.0121,8462981
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Stearic acid","C18H36O2",2.198,284.76947,23153354
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Valine","C5H11NO2",11.9165,116.570152,1959640.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","Valine-C13N15","C5H11NO2",11.926,122.085609,786162
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_pv_neg","nega","2M22","2","pv","alpha-D-Glucose","C6H12O6",12.788,180.560341,4958486.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,1797226.88
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Arachidonic acid","C20H32O2",2.1925,305.741516,35826860
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Citric acid","C6H8O7",15.183,191.01976,11898.09
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","D-Tryptophan","C11H12N2O2",9.496,204.5862045,2479926.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Glycine","C2H5NO2",14.387,74.024841,20050.46
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Alanine","C3H7NO2",14.045,88.5421295,1440929.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Arginine","C6H14N4O2",18.337,173.104416,295812.28
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Asparagine","C4H8N2O3",14.548,131.045731,29122.67
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Aspartic acid","C4H7NO4",14.634,132.030319,27506.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Cystine","C6H12N2O4S2",15.195,239.016739,0
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,173095.2
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Glutamine","C5H10N2O3",14.489,146.05928,1689149
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Histidine","C6H9N3O2",14.662,154.062378,40744.05
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Isoleucine","C6H13NO2",10.4725,130.5890505,2273573.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Lactic acid","C3H6O3",8.0075,89.526058,54391072
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Leucine","C6H13NO2",9.946,130.589043,2990224.75
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Lysine","C6H14N2O2",18.448,145.596428,540799.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Methionine","C5H11NO2S",10.732,148.0439,710072.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Phenylalanine","C9H11NO2",9.527,165.076538,2224545.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Proline","C5H9NO2",12.663,114.5577165,1026586.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Serine","C3H7NO3",14.571,104.035301,63014.03
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Threonine","C4H9NO3",14.098,118.050842,451337.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","L-Tyrosine","C9H11NO3",11.515,180.066528,537563.44
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Linoleic acid","C18H32O2",2.2255,279.734528,157353280
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Oleic acid","C18H34O2",2.208,282.251953,156801296
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Palmitic acid","C16H32O2",2.238,256.738342,126319624
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Pyruvic acid","C3H4O3",3.755,88.0121,26492952
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Stearic acid","C18H36O2",2.198,284.76947,58435900
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Valine","C5H11NO2",11.9165,116.570152,1635020.12
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","Valine-C13N15","C5H11NO2",11.926,122.085609,761260.44
"Serum","0100 and 0200 STD Compound List negative.csv","2M22_sys_sac_neg","nega","2M22","2","sys_sac","alpha-D-Glucose","C6H12O6",12.788,180.560341,6307824.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","3-Hydroxybutyric acid","C4H8O3",8.624,103.040039,860216.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Arachidonic acid","C20H32O2",2.1925,305.741516,12185299
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Citric acid","C6H8O7",15.183,191.01976,1180.82
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","D-Tryptophan","C11H12N2O2",9.496,204.5862045,1171538.38
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Glycine","C2H5NO2",14.387,74.024841,170867.48
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Alanine","C3H7NO2",14.045,88.5421295,2652821.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Arginine","C6H14N4O2",18.337,173.104416,246641.33
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Asparagine","C4H8N2O3",14.548,131.045731,130226.47
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Aspartic acid","C4H7NO4",14.634,132.030319,56754.34
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Cystine","C6H12N2O4S2",15.195,239.016739,1799.17
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Glutamic acid","C5H9NO4",14.5155,146.5479125,374371.41
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Glutamine","C5H10N2O3",14.489,146.05928,2132337.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Histidine","C6H9N3O2",14.662,154.062378,50192.33
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Isoleucine","C6H13NO2",10.4725,130.5890505,3165628
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Lactic acid","C3H6O3",8.0075,89.526058,69017952
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Leucine","C6H13NO2",9.946,130.589043,4295470.5
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Lysine","C6H14N2O2",18.448,145.596428,636783.31
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Methionine","C5H11NO2S",10.732,148.0439,817195.44
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Phenylalanine","C9H11NO2",9.527,165.076538,2689315.25
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Proline","C5H9NO2",12.663,114.5577165,2427004.75
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Serine","C3H7NO3",14.571,104.035301,148978.72
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Threonine","C4H9NO3",14.098,118.050842,932967.56
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","L-Tyrosine","C9H11NO3",11.515,180.066528,722849.81
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Linoleic acid","C18H32O2",2.2255,279.734528,59908284
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Oleic acid","C18H34O2",2.208,282.251953,51481952
"Serum","0100 and 0200 STD Compound List negative.csv","2M23_pv_neg","nega","2M23","2","pv","Palmitic acid","C16H32O2",2.238,256.738342,43091700
