"name","formula","ion.mode","source","mz","rt","Serum_1M10_pv","Serum_1M11_pv","Serum_1M1_pv","Serum_1M2_pv","Serum_1M4_pv","Serum_1M5_pv","Serum_1M6_pv","Serum_1M7_pv","Serum_1M9_pv","Serum_2M16_pv","Serum_2M16_sys_sac","Serum_2M17_pv","Serum_2M17_sys_sac","Serum_2M20_pv","Serum_2M20_sys_sac","Serum_2M22_pv","Serum_2M22_sys_sac","Serum_2M23_pv","Serum_2M23_sys_sac","Serum_2M26_pv","Serum_2M26_sys_sac","Serum_2M31_pv","Serum_2M31_sys_sac","Serum_2M33_pv","Serum_2M33_sys_sac","Serum_3M10_tp4","Serum_3M11_pv","Serum_3M11_sys_sac","Serum_3M11_tp4","Serum_3M12_tp4","Serum_3M13_pv","Serum_3M13_sys_sac","Serum_3M13_tp4","Serum_3M14_pv","Serum_3M14_sys_sac","Serum_3M14_tp4","Serum_3M15_pv","Serum_3M15_sys_sac","Serum_3M15_tp4","Serum_3M16_pv","Serum_3M16_tp4","Serum_3M17_pv","Serum_3M17_sys_sac","Serum_3M17_tp4","Serum_3M18_pv","Serum_3M18_sys_sac","Serum_3M18_tp4","Serum_3M19_tp4","Serum_3M1_pv","Serum_3M1_sys_sac","Serum_3M1_tp4","Serum_3M20_tp4","Serum_3M21_pv","Serum_3M21_sys_sac","Serum_3M21_tp4","Serum_3M22_tp4","Serum_3M23_tp4","Serum_3M24_tp4","Serum_3M25_tp4","Serum_3M26_pv","Serum_3M26_sys_sac","Serum_3M26_tp4","Serum_3M27_pv","Serum_3M27_sys_sac","Serum_3M27_tp4","Serum_3M28_pv","Serum_3M28_sys_sac","Serum_3M28_tp4","Serum_3M29_tp4","Serum_3M30_tp4","Serum_3M31_pv","Serum_3M31_sys_sac","Serum_3M31_tp4","Serum_3M32_tp4","Serum_3M33_pv","Serum_3M33_sys_sac","Serum_3M33_tp4","Serum_3M34_pv","Serum_3M34_sys_sac","Serum_3M34_tp4","Serum_3M35_tp4","Serum_3M36_tp4","Serum_3M37_pv","Serum_3M37_sys_sac","Serum_3M37_tp4","Serum_3M38_pv","Serum_3M38_sys_sac","Serum_3M38_tp4","Serum_3M39_pv","Serum_3M39_sys_sac","Serum_3M39_tp4","Serum_3M3_tp4","Serum_3M40_pv","Serum_3M40_sys_sac","Serum_3M40_tp4","Serum_3M4_pv","Serum_3M4_sys_sac","Serum_3M4_tp4","Serum_3M5_tp4","Serum_3M6_pv","Serum_3M6_sys_sac","Serum_3M6_tp4","Serum_3M7_pv","Serum_3M7_sys_sac","Serum_4M1_pv","Serum_4M2_pv","Serum_4M2_sys_sac","Serum_4M3_pv","Serum_4M3_sys_sac","Serum_4M4_pv","Serum_4M5_pv","Serum_4M5_sys_sac","Serum_5M10_pv","Serum_5M1_pv","Serum_5M2_pv","Serum_5M2_sys_sac","Serum_5M3_pv","Serum_5M3_sys_sac","Serum_5M4_pv","Serum_5M4_sys_sac","Serum_5M6_pv","Serum_5M6_sys_sac","Serum_5M7_pv","Serum_5M7_sys_sac","Serum_5M8_pv","Serum_5M8_sys_sac","Serum_5M9_pv","Serum_5M9_sys_sac"
"Flumequine","C14H12FNO3","posi","CD",245.05952,9.631,434731.800595889,608099.355351502,323066.55517175,468317.688878074,327826.727849765,515797.565262678,267488.497478469,324022.233577377,436286.72762275,165841.537040534,127954.645445068,58986.0447663588,118188.081075849,297822.283321137,65908.0210764911,264941.631681084,95028.2440019968,188823.856731326,174765.283049471,211456.56571404,27982.3703571242,346673.394889233,122310.618476851,243001.122583847,300056.507708219,65019.6747120429,202680.867756019,124776.930022469,47645.7973868609,119264.872228991,120103.096792921,100444.685501543,65014.6680400881,268085.471798068,139423.352356149,103179.676904679,170333.454396855,34614.3955943749,96727.9160478551,204956.255937575,106495.698841229,252767.261279683,80085.9393855724,74942.0320300465,213944.726305398,90411.1064165478,92279.8395235088,80693.5517765062,95771.0788909951,82951.6354029528,60286.1961920303,144799.897060253,318210.033916406,181769.209131817,28230.4562228505,57242.8582145051,15045.7005878134,73853.0073666592,34532.8534455688,270257.193148314,92123.1372402296,97089.3359861734,215466.919226129,63884.0989358933,33976.4832408004,140914.848279126,92419.2152066328,89505.485373667,80496.1963845393,21158.0031872779,226427.479273695,103355.704851518,98915.1957269165,59006.2663235327,238255.565378893,46069.5616698851,22289.4626030982,295062.42993322,131513.508191684,79663.1145839532,96411.8163990658,40023.1516958561,121426.932439023,43212.8430490251,74905.6009189928,295572.142578094,195762.333091468,39841.3564629434,373724.663068286,107482.081826091,86383.659909202,81856.4182350372,455357.373267751,68672.9706125317,21560.2225719347,131363.709726556,38452.5057403831,111927.388131859,109401.265029015,124186.080877861,77063.9863382642,18339.8703816528,285781.509034963,116870.152202231,246848.546138628,144540.468830424,36254.2966529835,240163.963386094,77233.1247227855,136716.626479899,211624.999091163,218739.747732595,219777.524095392,619923.732825489,254383.935619713,100987.395111246,287469.583095161,147080.63331535,238693.538934252,99229.9453931931,82385.3113780504,112278.927315213,136047.251104177,69591.0117438597,218463.943154602,128872.622448397,168125.26185544,121776.163351138
"Fluotrimazole","C22H16F3N3","posi","CD",380.1359,3.185,415858.033356987,62170.6861617853,44968.7307227076,22589.806056866,61193.8280355348,28427.4804460783,44176.7706879081,33115.3186647568,24161.6252855416,47140.0968324613,54335.6570242657,42140.7342189062,57175.2643179588,27922.035010309,154590.411685619,44844.6272523495,32414.4319841231,32510.5638309883,409036.919213999,45274.3685138199,66285.5033444679,423414.129522725,33105.7858249844,355948.133488081,51173.3075119239,90672.1435822464,31077.801729389,74526.214241132,136915.648854465,465867.402562332,137250.458134924,89350.3199858615,432117.135629507,39882.7625845783,52688.2827983003,146947.632600635,28529.0556455145,250957.646323008,534626.820878422,33117.9091177582,148884.800467195,44368.7962090863,493435.788593802,394845.838385743,27510.2032608965,58707.6285301375,325706.461897519,410562.302987429,35186.2030544129,95866.1607099733,373340.918228865,113083.51799754,442975.514350742,360357.654712536,143767.082028825,121308.058439293,51789.8963990271,135934.979811777,81643.7014663453,68476.280159612,69771.0254342911,93421.0514341174,54736.900465099,44697.4291546136,119997.493761361,57343.0632673845,70530.5793366063,117794.084429965,165365.71885303,159983.225690942,33839.5673056557,44079.6666800217,96544.1585397931,72632.5785999256,554235.403267263,60399.3467281591,81035.0319538613,440486.614259406,41597.8769859082,83173.4763758457,79779.4709817717,87569.4956327392,620063.06599183,44909.5742929168,53867.7717849705,331122.370871749,55677.2892654742,164942.913008529,53410.5658333588,42468.2152304443,108547.538007276,429412.352317263,439845.568278757,36705.7849670699,57059.9343976728,49736.1830172395,64016.5601219067,146601.812129076,172147.884018172,373501.930940876,55016.8040666383,445224.962169376,312938.936569142,103050.565906637,371991.079227649,386168.147673054,83882.896452991,33800.6475114577,77606.7985869502,128447.280636564,320735.318410521,39941.1339722962,495215.649443553,353728.926172967,32898.4766292252,62953.066941659,44830.3083710273,63798.5265799029,32877.9819807429,278705.079010764,42978.4275245245,66004.3619416937,60411.2255237942,62267.9054043494,631708.873722824,65038.1399584108,61132.7556062905,485978.089499072
"Fluphenazine","C22H26F3N3OS","posi","CD",438.17899,13.994,71635.9186584297,160962.098550037,9993.93149067401,135279.464851511,47137.128331281,14659.9671780494,67557.4738927646,52915.2670710936,21054.1094632125,21694.875750069,131974.754842669,13672.9507084677,49894.8652315158,19005.2856903201,17027.7539976955,26756.4329979136,34046.318434547,48377.3876211871,207748.27835773,14316.4250117563,20531.9950818326,19574.368039274,30623.3456945304,23288.1440467448,45191.6360380331,7815.8035105664,16896.5334898799,5162.57031528202,15450.4553338345,38365.638780416,119891.179211707,35010.1520113853,12669.6832023165,116589.72568708,5254.21209450988,20874.8836953973,99053.4867687469,43265.6842054414,35098.3449838937,49790.4268426826,60255.3105099906,66222.7069604332,12243.3336291238,38349.4187007544,33067.2994414284,3503.79224150847,53781.5431502361,36194.0523306622,5932.37077560896,15429.0168688019,3881.25161176818,30954.5302993069,58094.8265984953,25318.627680247,15789.8568522877,9927.79233482667,42297.1955834776,26830.2947717107,4969.58206989255,28694.6932253179,19459.9956048144,74923.5475235743,93309.777994945,16826.1485202467,5978.16378651752,34931.4454413709,19429.8386528624,37493.6497066555,7114.28418706634,22826.9254029784,13625.4446452049,58333.825287348,96913.2031325969,22050.3328941156,81985.3424340589,4871.65472378569,100184.649533356,30611.9714068102,4236.91228850867,7517.70146417065,7778.57141483117,5583.10472745918,7636.67649845428,20644.4715977563,4702.03157385772,12164.8671179342,6029.00365147062,37452.9282756978,70242.140535254,23760.9889325352,29839.9814285294,13828.7847147069,22641.9823270113,5772.24637988671,5552.68771322087,39815.7270014234,28704.1878180083,80838.9392867963,20099.1844481544,128864.290574413,40188.8027525313,105244.069842486,77759.3202128163,11425.3051078152,120866.477881653,60130.7503863244,17097.6306727295,53985.7932189953,20667.4888420409,46441.6119525677,25119.4159219544,6794.37316413913,506075.045414408,160703.53947815,229205.850121043,58062.3185813013,17949.5003008287,9450.25603541249,59283.8244145065,23743.6607331106,37319.5302489696,23200.2531965643,8069.77809015432,5830.84947089871,53014.7355889487,36687.6079758682,5555.79073752176,14895.385718259
"Flurandrenolide","C24H33FO6","posi","CD",437.23565,3.938,48103.1618924701,78661.1311989728,69788.9785642802,63240.6874876114,100693.043125496,59300.4081161553,99973.2545794204,74029.7306336333,58211.5255283207,111350.344866514,105054.847177149,184186.342876286,89727.0454754195,81587.9011213833,568727.17675538,94227.7277904371,198293.000570621,22872.0726385611,138852.794255167,77716.649447594,86781.3977414986,179347.570602416,67833.3982952365,122584.359760902,114907.909118503,99664.0999201813,75528.6263469558,84436.3070938222,842265.705044796,130253.169861561,98358.4915483389,94234.065106204,171209.067437608,80450.6835470448,90493.8411081501,284239.155026482,70574.1399472763,220217.221821834,514072.055738894,69197.3960064435,334931.597911399,75699.0817516144,183007.474323838,101850.08085076,67746.9589122712,76894.7771421986,68133.3639848173,352613.178720172,82606.1927343893,68439.2961651982,459057.690718374,401842.214048065,27039.115372677,97920.9233007502,369278.695297493,138411.54607971,67609.7435504712,103366.796275556,59556.9767497051,104191.963753074,87363.5940772617,49836.3756785215,99481.5626156345,72523.7230672833,184532.167851137,104297.857003897,79856.6371149894,205692.714358254,93278.5579379239,132746.890399008,25493.447183034,163924.874599372,131785.800901875,106563.951831481,151856.55558514,130782.776927362,88638.9566623229,23553.2459547046,83169.1271465541,137365.159387518,122152.869481055,399561.927075082,91096.9771786577,234720.963408975,80602.335464436,140307.658900473,60708.8128489108,113393.475676196,82980.4659125145,75698.9769763775,150620.273116471,805764.45737721,161757.678319607,276173.366643812,175296.683322751,12912.9597919159,112914.455297173,492435.875890241,939542.714798582,43702.6713875808,151310.861205069,83197.3576693658,59554.7519792528,77597.848284267,15608.6096690679,47772.0485910847,84648.2316346585,81191.3798077338,58817.3909761908,19925.1934073739,12706.2926576273,107946.730648673,31736.9657410126,81761.7307828042,75352.7608135027,137552.553018534,69387.9238495548,108785.840744856,78621.4608056514,247578.140589109,168136.725437175,79531.7112198315,107533.212911447,827391.776630852,118306.341053048,109679.846946688,110805.242987144,213179.434021439
"Foeniculoside VIII","C16H28O8","nega","CD",347.17144,2.509,19212.3572393452,17062.414840133,23388.5399873752,16506.288814346,17308.5528504386,13709.58185531,16412.7130543028,22966.1515225282,9727.40768344703,14490.2366807613,133641.280782517,17977.2227719597,19767.5873288511,14698.482288719,98624.3751661513,11622.6905054848,24136.0701114721,16057.3222618732,183882.109420245,10239.0825642698,30737.2984217425,10479.0877299569,176653.468517933,11847.2965405249,49252.9237543726,529023.691191758,137066.821045399,360951.290177883,370069.432263683,229856.054269876,175069.110010877,302969.896877792,NA,16511.3026916481,371096.576752829,65969.5129927331,190722.741512845,300604.795834183,324881.054074487,298207.560483317,214710.175362619,24294.6778972511,335042.737409171,270961.44931201,20398.2560460969,320970.157323173,22363.0377827435,353566.152211923,24610.8145484111,225775.086020255,341276.193590352,345231.811662854,18321.6924708554,294655.842697787,201681.449848873,154073.402683125,61040.3708541466,34137.0685509079,164598.448793364,10621.9287727768,17075.7656705428,99735.9985851573,13331.3320519634,21547.376317219,241142.181198441,9818.43767697388,22934.7047911597,29009.4049735063,27615.4599534797,92775.7084389154,10618.13046412,299859.256860245,144057.287793707,148575.691335651,15772.2868164326,65717.1398564078,56389.7245162073,14438.8154641238,30965.8005971886,111843.847942283,180313.079799917,182943.236631352,11665.2697105462,161622.088756241,21278.456023708,8733.48913051452,193082.993770575,24142.424829736,11281.6840226913,28054.2827356932,18125.5266904277,100668.40260477,26226.6543784259,20495.417977867,125624.283729878,434007.982866027,94426.5330920306,221396.948685667,397226.32461407,22092.876779926,346589.976508031,197957.461732812,291422.415038882,264152.528053995,35772.6770843508,362148.909138463,276660.327992704,17045.1595837915,17850.0530098764,22871.3659007872,36779.3313435156,93171.0081556736,16465.9297613445,19944.0202697389,18725.9885616113,469672.515279443,28082.174921061,24690.4257832166,13454.3286741001,259761.477027186,22643.4770488171,140553.529633334,12190.4079058451,141821.954860887,18772.3679959551,114134.608519167,10691.2573932511,156424.553132833
"Fomepizole","C4H6N2","posi","CD",83.0604,7.25,26086123.3415153,72620057.0493453,19179503.3045796,5913302.20674896,8459212.07760193,24896288.5770521,27565808.6055104,21215904.1555536,25688776.6219049,15650174.929527,29822021.1368475,15605801.1811922,379087583.653439,24156201.8794866,211503731.745593,126262888.694949,344722592.510739,48541180.1151701,128448763.647226,84266262.0882919,79223733.0978114,24609160.1721928,122394793.704688,59883457.2706523,452588189.351931,131895473.521628,93157930.0168741,35768240.1287831,48564515.0419078,12999980.5356657,195599843.844029,22956171.1741105,74643343.0036402,20530191.1378147,47383629.5059582,165826899.991569,10363883.7897877,60711662.0964037,38209464.9637643,17141966.256175,23264189.4701614,20271263.5110584,539356177.127354,141991965.981475,16448610.1605476,177435235.386351,160616035.190467,17293592.8492367,98872793.2736979,146712927.1404,10389459.2776039,11671653.9228422,13621908.4433862,33520782.6968215,211257242.340619,12958332.0236963,65348999.6550263,34613010.3645333,195174342.41846,69715050.2389325,478854312.156939,32871124.3551413,286953097.663825,214812659.057986,204689493.234562,230174467.816722,348197478.277969,179751304.30805,281228964.626668,116369803.225738,44765793.5352108,13545518.2738993,194674518.137788,19427679.8460133,57272927.1408757,279329012.734268,3403997.56995324,219734389.163386,250557411.57822,727628.458741267,26085464.3803031,46288469.2060016,14814573.302856,103787863.406084,160627445.916457,327872220.993389,511769168.356852,195810417.5906,3765369.0364158,190605471.361317,205681044.881515,50192012.5177018,3201012.36030481,310939379.513711,157479505.676065,5682213.96202121,248419044.402262,30567075.3457489,168481732.288225,257057653.263586,68271245.2009787,46704643.9790448,44555649.9957966,29803448.4279484,1249749.96960177,15359734.9524614,98242797.2079225,15210069.5513084,267214873.477724,21611394.4573978,17990272.1025603,17185822.0981644,13676266.826765,21444313.1551146,16222020.5661618,283898810.865541,288651173.181012,417591659.490186,16766396.7253882,340267221.698903,189307270.69621,265259734.388117,32852143.7215619,278688345.524159,96543886.1925096,187027368.471734,255566904.865104,127607126.41272
"Formamide","CH3NO","posi","CD",124.04277,16.807,62417.6420587943,72371.8635565546,57622.5206911906,43751.88953529,167025.521205292,43069.3882986076,50260.5706439891,35526.9060692003,30642.0976931805,12210.2797836614,61200.6109766965,7920.38108920181,2849967.2466105,33978.7182050889,155623.115749445,38457.7983116471,68288.6015056644,33998.1382460533,131588.92879681,55285.4317543925,102935.99615299,9340.11257119016,4825952.64858299,38345.8638881593,183267.865538419,9027.96518926773,6788.83773220367,2330581.94833441,152396.725677375,134150.514714313,1625041.8276927,826715.947727707,3045180.2549427,83741.6075572477,1081472.55152734,14701.1453358329,13634.5627361365,50974.9303304632,144301.426183102,119363.986267637,54564.8146614695,15297.6836511584,44537.1794885504,1592817.35612936,17429.0563899863,191611.154733779,1613634.72482528,88198.930301286,69715.938842069,65851.8757472303,111774.559804585,28384.2314986931,8575.15791565543,848158.361342011,85447.5784715342,91955.2411218491,37855.9710344258,2222717.11006355,259157.736938322,12507.1025864637,35394.4856201651,93595.5184490044,203312.460329529,1834143.43111247,184800.82285864,147807.644395649,86007.1967731046,4068631.5440101,83468.1318060942,129682.064197635,17446.9780238685,131397.2517364,134385.839750256,60091.8046596387,102673.586927816,203976.386928269,2969342.65618934,205021.097011869,119219.859956436,5089845.85434947,138994.397112805,55585.1386910666,21628.597847987,279261.730642248,136402.775445579,35375.6320437555,435326.932655994,21279.25182523,85830.0242884813,57305.2196999554,38033.5966978705,65525.0048111381,13819.461332509,75028.8430804817,4321107.37526734,19293.8530839149,2084285.25108813,22299.0919052582,81757.1514818325,2500477.32597503,67516.5783759017,26962.053783884,35389.6870047092,1606419.83857888,10416.7311097632,316954.018492075,30333.7014404261,11242.6098241049,21782.4505451075,37077.9985522493,15476.6367679461,33629.85498018,27183.4236958461,126975.723080267,20712.7427095144,128997.406509377,1616491.99464308,27959.4447569758,9090.9718550848,3353088.14116041,158660.843842256,192585.642425775,592818.267568255,20202.9610939354,167020.341472778,121427.686433153,250560.101258432,213737.267015873
"Formiminoglutamic Acid","C6H10N2O4","posi","CD",216.09935,15.988,106607.756070019,417525.508415072,188971.980286016,222747.953331749,170151.645782878,409474.121426567,176335.368464684,30060.459721493,151473.972853886,2753638.87028175,26207.0286639172,1212670.73816664,52864.3416526178,700703.734997513,25270.9470940183,502127.1850654,215038.543905034,547455.444072588,88629.7260070766,235558.58610644,56996.9754381556,3784972.19936411,163556.331422319,689984.234014566,43182.4024912101,236653.570118545,286266.260440946,65396.5814587003,32436.4261455426,33792.1483041189,76603.0908812506,126149.922461308,107684.433934825,143873.959420933,113883.900090789,51787.1893776262,318544.547507775,187277.933291445,132384.122050068,22650.1624709095,220299.744241264,563551.062487755,5552009.45239218,43253.6520021013,196969.2741521,27082.4743282956,60603.920909422,44784.315714194,39630.3659577475,46206.322704114,219303.390788684,50573.0759405572,333679.79811399,799394.815014358,157349.404466838,232395.018350973,35224.3323907555,32009.981604624,31032.9688008233,67722.9334613071,52290.1198063769,48123.4393618432,60092.7241339368,22552.3151260816,142757.227838608,124629.765522768,269992.12462256,36688.006100347,37838.9772204932,50308.0111833843,637008.031659067,28736.5673269321,49990.7529039552,51101.5604252971,32131.1589366088,37398.1689708794,62541.4297659169,571901.372742563,27799.4149809211,41406.6580090029,34931.0488773849,118538.709260215,437190.663575754,26164.4990612908,75328.9633405996,670997.273064369,211769.363835883,40562.4087341361,252672.026388068,120909.191245771,27385.3079755851,284433.097737095,520597.897350188,194702.618272158,36395.5734352628,239600.339791563,236563.544670218,321531.318112176,50598.0998130613,198193.500639058,273632.155808988,1069365.04870628,244054.91110729,61590.4974016106,835034.494677184,1086463.95717796,24903.53568138,404288.062700004,24538.4763815402,113024.347550024,106068.693993456,28154.4960621363,501391.255478277,141007.574820418,452884.966007141,86865.5324255853,297172.460267692,121648.586846326,657321.440786163,45065.7355549357,432262.960941942,32338.1782144093,206053.596481322,87807.7150920221,473185.182926169,145810.327848075,114647.215797831,59026.7480177449
"Fructose 1,6-bisphosphate","C6H14O12P2","posi","CD",341.00635,13.956,35800.1994977742,16767.8645339298,159114.660529067,10850.6124059833,95349.4626058949,118619.846237798,90812.2154389425,132965.273142331,175847.493918077,85541.8280837132,17682.8595997317,79228.599819121,33648.4187884477,52844.5860865659,12101.7742448103,123981.157850235,37835.0466414876,137420.957180822,56941.0913305129,135994.075309883,47650.0744545415,198893.691719598,36371.3530796847,109217.106968129,70998.9408660379,6619.93003924628,242690.970907889,39421.8829192339,29400.6647209718,44393.2564092671,261983.617704143,56724.1088226158,21000.2993302569,32990.8143125598,31283.5020113397,29969.4952301514,170050.588759055,16901.5090842526,53389.8764257875,133617.29440334,53508.9171951415,198628.602675515,34009.8244217839,51115.0432407593,234538.791886115,16733.4444956664,82996.020259521,51968.4430968449,33240.391691797,20075.0253967943,35092.5271550075,31458.6226858739,148654.377339156,51194.0137732172,12801.7540927294,14188.1610285353,60731.5086399958,49524.8622495791,7163.72365593803,39137.4547017102,31275.7620249903,34615.1033619578,127305.848765838,24159.4595135377,20471.3366400867,232783.878563996,19812.1010952541,27680.5314473441,11064.830517173,12193.7405065943,112205.703790644,69279.4123094515,39998.0764667573,40205.4851832487,120695.887010955,25206.9078021896,12818.5229993041,188946.195055508,46389.4807783526,20843.3035451955,10071.5403907175,11811.8091746558,156663.277785425,23109.0905622325,20680.0091135888,40984.0080192875,71805.8287270272,59845.7894547538,231861.169263512,34116.6993401047,42845.0885441671,42436.713159533,219729.004052167,53282.5810327234,9453.84533873301,176559.150980072,31136.7232747734,17807.282200665,77311.4952368193,68519.1992725813,17216.0561896417,36343.414346406,197259.56232655,25862.2530268821,202384.33544775,113778.970086175,42584.8910749596,281487.180189001,55823.4249717743,209530.711754234,370543.439027733,85881.4567428008,39895.4661315007,214398.193432117,198326.579066001,91737.1863424195,139525.081824749,32722.2387910618,189265.018832639,30039.4772533233,146263.40230505,38286.6998786814,144949.939048843,14914.9078718517,160895.061161433,49664.9220609349,116065.658682754,20448.0191648199
"Fructose 6-phosphate","C6H13O9P","nega","CD",259.02234,15.297,56619.9544785895,30614.5944152611,35092.8289737815,106604.757274183,94009.1370088123,40205.6092958339,36517.2758853315,113681.520586007,34919.9420364067,339797.836434862,955204.598400592,168593.669837438,52600.8985974386,188200.416419157,35607.2897505453,46930.7578255953,37239.3016356187,209707.289950833,280510.474587794,142706.163589681,46447.0619553283,71565.3311979736,726680.608933987,102463.691842574,154629.502556408,107500.44966173,285220.497017706,37864.8054439121,49693.5549015903,47128.8714294676,447774.592043208,25016.7497541087,NA,279800.697029235,36546.2477532817,85613.9631421517,647009.208979897,75713.904332879,70210.0771795075,112286.24933063,15161.9866867033,117131.364002745,37040.6785812435,61583.407947,85165.5902270643,31787.1715422524,28565.4277346432,133242.299159803,386810.1905397,68431.4843122467,76871.0478028243,48245.7966200223,187092.218161818,76250.5510785477,110421.824894385,41903.1739786829,61135.8997944131,126865.141029229,343505.579257517,106120.482413897,23667.6896045044,61072.9185840794,23313.5516329206,130857.927939869,70869.975744707,79602.998948885,29075.8109519103,273697.793282184,45227.0859962617,96534.4600277705,84344.9629767784,95404.9825684728,266289.821800809,92308.7828791889,190926.95673253,74829.170398278,178913.357824383,117160.627584097,176639.596097862,41606.328940133,90804.2322309441,20437.2363226627,81193.7910595487,44547.5859062825,37259.3637786971,157049.389908091,41265.1077094563,84834.4619095618,135758.025262152,61202.9153823788,74775.9396696189,129487.023088725,119460.185273283,58216.8549433032,128827.847663865,1948748.8140084,306573.865736261,10592.9040184566,50711.5770603052,2104338.8224156,50648.0355630609,146134.80638743,1565505.29282587,26508.0923071695,661595.483198001,251799.328950466,42014.158349002,240766.846226865,49071.8976033209,65091.2109990962,291278.292275168,22987.4881773772,949443.862025617,1014501.58841715,937264.488054572,15257.8345392228,2253456.14680529,18600.6183334594,720541.05478973,55389.8897815718,522726.37686247,58827.8352889082,47764.9495778531,104351.837924914,239256.318890634,51138.3384307821,84154.9723975585,59954.6999165111
"Fucoxanthin","C42H58O6","posi","CD",676.45495,3.207,42396.3205190068,16654.0103546065,9379.83253619585,6319.23169051729,143019.5655433,1665667.52728642,13706.6732845316,32055.4134234902,244239.766418535,13274.948335565,16056.7117499091,10405.3539891366,16100.914739117,187964.606708459,753089.029142693,38286.9396302904,57913.0918553084,208449.423584234,265867.226172546,21811.5029086571,998326.738290995,172062.746099592,12015.3286541136,467807.320181025,35761.8830900031,24087.0108779308,109509.785642395,464182.119157717,38162.6481795186,244295.294256892,507907.551960716,80901.1567837481,331912.568387244,11231.2372770796,49809.6229132375,63168.1445602618,48504.2739447751,173875.527285691,287802.791526668,18935.2067455262,56319.8001101717,10589.9475269053,513509.945431248,179273.885098729,7168.02482791751,30862.3743419833,389955.211430213,732149.888850299,61023.8056517287,512129.26434942,311746.746346869,670223.610717005,163964.670039125,1050462.99503225,1120479.93718294,34790.4988594918,37063.2732561096,37120.200420594,1528017.85451998,15274.2207583763,568533.412154664,109968.434665143,117396.543210219,16892.6288272735,46497.1805707739,36491.8003168469,43225.0373256826,81436.6023889601,41600.6041718264,45052.2845371382,9474.72227644336,77645.7547227863,63038.5749673007,51785.0146622182,963082.345691252,31886.9362293231,19950.9560453049,36738.9903403303,48755.6528571067,37812.0586749448,21990.7401887404,24144.3469294698,88499.5998911188,591280.381147178,27252.834819706,259291.17233212,22659.0223904153,46448.9637407367,20614.956145139,73015.42247304,1502335.33957529,362756.378593756,655494.775251979,26147.1784213495,16068.4371067781,221414.509152858,18027.4667499984,35724.1244084356,41206.8300169253,751591.705211935,66469.0274962079,221627.192405853,381944.386939094,607293.081102742,73418.1107090168,1286977.72278526,32840.8800713965,196218.275078193,49963.084568859,158846.147617841,449531.982932591,16754.6622454738,165611.378789191,2091541.985929,133982.824826682,68445.5453190146,38889.6548869341,14537.6483665211,9258.646916301,441016.491658246,53636.7097292637,48830.8504303399,16354.5415507295,74449.5076523378,446083.848876613,39715.9179700395,61388.5736155162,2528115.28311685
"Fumaric acid","C4H4O4","nega","CD",115.00379,13.924,1357163.54229158,519251.014707011,588778.665937273,121412.784922881,631266.975643227,1628718.34894178,636057.136038375,2321906.0515219,1359125.71053009,301181.895651957,724410.868886727,424280.35880165,286910.23219506,835567.289152862,290098.810046752,788327.239271878,625208.691385047,1501866.35387897,1579392.7611408,825543.080512776,4887963.16209187,968136.998977408,3272683.36451564,1015462.72191345,615373.523283948,222470.19032825,2367795.49065728,1392704.51477914,420773.380816671,6767733.37418285,1317009.5806187,640794.726582584,NA,829437.049800444,1025476.01370378,676940.926304966,1530578.28050851,1745107.98785318,672894.447830618,3320406.09636048,867643.581939141,694308.963833877,691763.31089624,248226.604557709,2780390.30407508,1065724.5758397,975219.718210801,880131.605589111,666963.720709395,507978.594218771,238577.0706408,616733.289027618,1303907.98781195,559234.688676016,668167.413575181,2361174.16960284,1396472.31352373,1424461.26413878,1882365.58130909,1045095.20794175,3085388.21226002,3339290.55471729,348324.527023569,7600680.98923469,4205347.49194539,565332.297254813,239009.315399099,370802.720908842,210361.746681406,644221.255845693,1578827.12226009,1409642.2774696,565927.341729254,220533.573974162,2921564.74202746,574094.159701457,554627.803651407,2902061.92511374,482873.060737982,542251.755527438,791171.765031375,455993.169276557,1647437.63272383,425176.170186177,303042.13818424,4606532.14191199,5315881.03839296,249277.297007226,2826421.34665831,383430.643402631,387448.0771786,244200.146928649,2556846.7144862,3633625.87592716,409486.826782668,989452.279107977,698776.970306663,219529.705633199,125011.029112905,1747255.01692187,437952.718008051,177614.128103403,1917277.58888773,212089.270216991,1403161.25071847,1502095.38997222,359529.584182524,2634079.84499894,542724.141676025,1233681.54369427,1695468.23647016,5611101.15500006,2116179.18531941,2449010.15693371,2151229.11626127,2780357.58942628,3004930.68543396,426063.440811053,2973692.11845714,456495.645469808,1934388.73460417,513964.173237416,1918788.41501661,476368.648138805,1305078.16327242,365252.567247753,1261316.43020915,393212.114052725
