metabolite_tissue,metabolite,hormone,n_group__Old CD,n_group__Old ID,n_group__Young CD,centroid_metabolite__Old CD,centroid_metabolite__Old ID,centroid_metabolite__Young CD,centroid_hormone__Old CD,centroid_hormone__Old ID,centroid_hormone__Young CD,mean_metabolite__Old CD,mean_metabolite__Old ID,mean_metabolite__Young CD,mean_hormone__Old CD,mean_hormone__Old ID,mean_hormone__Young CD,distance_young_cd_to_old_id,distance_young_cd_to_old_cd,distance_old_id_to_old_cd,young_cd_closer_to_old_id,old_cd_most_separated,clustering_score,correlation_method,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
Liver,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Insulin,3,3,5,1.2066215431717904,-0.8288331339065527,-0.226673045559139,0.7811909066247962,0.09412783547752726,-0.525191245261394,613331.5141916487,260762.699491432,320770.080030083,1614.1266666666666,1112.6833333333334,660.682,0.8638014214886819,1.9393214547496134,2.148285690073464,TRUE,TRUE,2.2451010226486687,pearson,11,11,13,2,2M31;2M33,2M31;2M33,N/A,8,3,3,3,0.6598160094520948,0.02716862732776248,0.8045118274706039,TRUE,TRUE,-2.989080954475927,-0.5985808232883367,-1.0722616316370035,0.12300906062013092,139154.059894587,722851.404229665,155.89,2555.98
Liver,Testosterone isocaproate,Insulin,3,4,5,1.4243500819092474,0.0438512601697886,-0.8896910572813903,0.7605850886979424,0.16812160174315055,-0.590848334613286,17980172.177697,10328869.835663112,6988287.261994968,1614.1266666666666,1196.14,660.682,1.203136161357064,2.679768402588069,1.5022616217552336,TRUE,TRUE,2.2273193082031995,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,0.6417088738134454,0.02448513940347752,0.8001162917927692,TRUE,FALSE,-4.272823877379334,-0.5497272878061951,-0.15804493092392066,0.24232170378753096,6218567.70791502,19853717.4607532,155.89,2555.98
Liver,ACPC,Glucagon,3,5,3,-0.6196265073299542,0.1723287647023096,0.33241189949275407,-0.5891281182981339,-0.03751601201593849,0.6516548049913651,8446220.73497858,10179589.769667404,11079764.484106833,224.83333333333334,306.004,407.41666666666663,0.7075189220500395,1.5639435382367084,0.9651264521795976,TRUE,TRUE,2.210461783417996,pearson,11,11,13,2,4M1;4M4,4M1;4M4,N/A,6,5,3,5,0.6525481148715891,0.02952634320478259,0.8053673965337975,TRUE,FALSE,1.3323786509290896,0.8177262978081293,0.16940204679625612,-0.06529195792937142,6550734.2597319,14589967.9268376,173.25,661.43
Liver,Glycerophosphoinositol,Insulin,3,5,5,-1.087112345214893,0.6389589002933351,0.013308506835601697,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,3140871.7331788037,6025545.966038186,4567741.4510684805,1614.1266666666666,1006.546,660.682,0.7914372584919764,1.7309798951083617,1.92466411587609,TRUE,TRUE,2.1871347052912475,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.6274214225008036,0.02170191749035301,0.7876744772888639,TRUE,TRUE,1.795553573897042,-0.7833395778180952,1.419324521851891,-0.01566923747362904,1718711.12456765,7346079.35826607,155.89,2555.98
Liver,Mevalonic acid,Insulin,3,4,5,1.1099344942831455,0.06580896821360346,-0.718607871140768,0.7626512171492938,0.13170009860201243,-0.5629508091711859,16160205.964337673,7096077.74655733,4609521.082859746,1614.1266666666666,1160.3125,660.682,1.0477832130421016,2.2584923985559575,1.2199579616470657,TRUE,TRUE,2.1554958797237456,pearson,12,12,13,1,2M26,2M26,N/A,8,4,3,4,0.6144318878828955,0.033520586833975,0.8151465047771729,TRUE,FALSE,-2.00469545285438,-0.5729614552088214,-0.2938374234647542,0.18925405644351287,1812277.64417566,21765782.2476337,155.89,2555.98
Liver,1-Methylhistamine,Glucagon,3,5,4,0.5117888840142415,0.07405266249945491,-0.4764074911350081,-0.44125626296272724,0.08459530665410597,0.22519806390441302,991745.3167494166,788578.9608396048,713238.1270844805,224.83333333333334,306.004,327.7075,0.5681333611799833,1.1919284566021777,0.6842023625321163,TRUE,TRUE,2.0979730078279593,pearson,12,12,13,1,4M1,4M1,N/A,7,5,3,5,-0.757004945189236,0.00436270204605606,0.6776185814384534,TRUE,FALSE,-1.0076492277420963,0.8177262978081293,-0.14926708219290802,0.13865879408586831,146454.00628045,1197557.37881186,88.58,661.43
Muscle,"6-methyl-8-{[5-(2-naphthyl)-1,3,4-oxadiazol-2-yl]methoxy}[1,2,4]triazolo[4,3-b]pyridazine",Insulin,3,4,4,-1.0375655330498017,-0.016851818685938526,0.7950259684733129,0.6995061215255005,0.13127557694897082,-0.6559051680930958,137678.90690445426,174451.52523478025,217134.948800114,1614.1266666666666,1196.14,617.095,1.130839982777221,2.279370828864906,1.1682219131998053,TRUE,TRUE,2.0156440023167708,pearson,11,11,13,2,2M33;4M3,2M33;4M3,N/A,7,4,3,4,-0.6316391990627159,0.0371064504286191,0.8268879132604197,TRUE,FALSE,1.262774091075335,-0.5497272878061951,-0.19835665202896863,0.19677271696600793,89499.8082856058,247133.047802049,155.89,2555.98
Liver,dibutyl oxopropanedioate,Insulin,3,5,5,0.9246092751948776,0.21312657046347844,-0.7678921355804055,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,108648.54950754347,63964.42772139038,33379.42096554754,1614.1266666666666,1006.546,660.682,1.094226768500705,2.156368792929016,1.1096024754400433,TRUE,TRUE,1.9706781583159803,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.7677335053395751,0.00218187931069925,0.6436831055945775,TRUE,FALSE,-1.2317750110215084,-0.7833395778180952,0.0534675168375346,-0.01566923747362904,10267.2055221919,144485.918105637,155.89,2555.98
Liver,"PG(18:2(9Z,12Z)/18:2(9Z,12Z))",Insulin,3,5,5,0.9941918842617529,0.2357586830486566,-0.8322738136057188,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,32741755.339804232,19587976.15953268,11336641.332361743,1614.1266666666666,1006.546,660.682,1.1728716610120893,2.263038287596639,1.1402766923309051,TRUE,FALSE,1.9294850091644535,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.7664979811866293,0.00224069040920691,0.6440835854465157,TRUE,FALSE,-1.256525269878048,-0.7833395778180952,0.01862706059121937,-0.01566923747362904,8071105.98649748,47092293.1264032,155.89,2555.98
Liver,Ceramide (d18:1/16:0),Insulin,3,5,5,0.8042134987681376,-0.5582463755545743,0.07571827629370353,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,27143621.184177864,18719125.61913664,22278114.52854536,1614.1266666666666,1006.546,660.682,0.7980261268207872,1.5218641972297964,1.6066446164320922,TRUE,TRUE,1.9070355544531707,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5727066324673147,0.04078682268289757,0.8342054032317431,TRUE,FALSE,-1.5355173352970095,-0.7833395778180952,-0.9396604334216228,-0.01566923747362904,12347616.0303813,34600580.0581449,155.89,2555.98
Liver,"1,2-Didecanoyl-sn-glycero-3-phosphocholine",Resistin,3,5,5,0.9388017271502671,0.09441715424490249,-0.6576981905350611,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,73182.5851341977,50982.94859202382,34245.17481670764,19981.716666666667,24078.628,31818.62,0.9812761157687798,1.864898670536579,0.9078979075049162,TRUE,FALSE,1.9004830960096548,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5876870894858235,0.03467246108504928,0.8246808705942644,TRUE,FALSE,-1.1545991161221465,0.4514552437965252,0.09385819650619882,-0.2597827710416183,14635.837167328,84794.2090657714,7458,50393.88
Liver,Linoleyl ethanolamide,Resistin,3,3,4,0.8560965744894877,-0.42330850744119725,-0.324591050286216,-0.8083254315379353,-0.25838769038783665,0.8000348414443288,18213.606524610117,9234.893719049227,8457.244537918305,19981.716666666667,26111.416666666668,37908.774999999994,1.0630161768464093,1.9952057625733932,1.3925907090065393,TRUE,TRUE,1.8769288803228363,pearson,10,10,13,3,2M22;2M26;4M2,2M22;2M26;4M2,N/A,7,3,3,3,-0.7400826946977325,0.01438888907034354,0.7718346777285694,TRUE,FALSE,-1.1036561986473177,0.7691688886287478,-0.46343431100759885,-0.3536822722177932,5491.65837372457,25703.8139899121,14530.03,50393.88
Liver,alpha-Tocopherol,Insulin,3,5,5,1.2082872608222464,0.2878527260491712,-1.0128250825425278,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,5069543.72692671,3791349.972290944,2454955.545723718,1614.1266666666666,1006.546,660.682,1.3880552154213404,2.5920465635264303,1.2538778836767526,TRUE,FALSE,1.867394419709465,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6034949564404841,0.0289751090006156,0.8053673965337975,TRUE,FALSE,-1.7786651028611289,-0.7833395778180952,0.2950611580714624,-0.01566923747362904,2245053.30731261,5849411.47195491,155.89,2555.98
Liver,"1-(4,5-dihydro-1H-imidazol-2-yl)-3,5-dimethyl-1H-pyrazole hydrobromide",Insulin,3,4,5,0.6185051581202811,0.1377602942109049,-0.48131133024088457,0.7626512171492938,0.13170009860201243,-0.5629508091711859,16779569.48033122,6563980.723940405,5811343.361296996,1614.1266666666666,1160.3125,660.682,0.9304781350851326,1.7224450761217462,0.7932306966900047,TRUE,FALSE,1.8511397647878678,pearson,12,12,13,1,2M26,2M26,N/A,8,4,3,4,0.6503029904737831,0.02204692523726271,0.7876744772888639,TRUE,FALSE,-1.16386531395008,-0.5729614552088214,-0.3768663536531626,0.18925405644351287,900772.510256069,28534251.6955886,155.89,2555.98
Liver,Dihydroxyacetone phosphate,Resistin,3,5,5,-1.0325270521353387,-0.14115965837622108,0.7606758896574184,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,635143.095888946,1027877.6002680407,1609924.8587877657,19981.716666666667,24078.628,31818.62,1.1002421002769869,2.03583198094883,0.951750562988093,TRUE,FALSE,1.8503491008354505,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6197086460216036,0.02387844134880179,0.796407168189471,TRUE,FALSE,1.3199788296853323,0.4514552437965252,-0.35873234061025555,-0.2597827710416183,565484.498318003,2451756.60579747,7458,50393.88
Liver,c19:2,Resistin,3,5,5,0.5065923641292513,-0.18637337356641742,-0.11758204491114789,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,750676.4258575673,511881.59130099916,605131.3614489702,19981.716666666667,24078.628,31818.62,0.6340012385026843,1.1483156173721456,0.7690870023029467,TRUE,TRUE,1.811219833078108,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.7938283312243214,0.0011959505410093,0.5993076568054627,TRUE,FALSE,-1.2291635358394002,0.4514552437965252,-0.582960239037257,-0.2597827710416183,205288.398510437,1059121.86159203,7458,50393.88
Liver,1-[(3-Carboxypropyl)amino]-1-deoxy-β-D-fructofuranose,Insulin,3,4,5,-1.1362059366908646,0.745776447811493,0.08510240376536035,0.7605850886979424,0.16812160174315055,-0.590848334613286,484549.79249606235,625734.0050203968,570656.4846223862,1614.1266666666666,1196.14,660.682,1.0062432890554673,1.8215285779011658,1.973035904121314,TRUE,TRUE,1.810226808678629,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,-0.6639554746302102,0.01854401800303138,0.7718346777285694,TRUE,TRUE,2.126926004244318,-0.5497272878061951,1.3161021223319611,0.24232170378753096,447643.593035549,710028.395335591,155.89,2555.98
Liver,Malonic acid,Insulin,3,5,5,-1.0797472651986408,-0.31427663292793917,0.962124992047134,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,2193971.4800713398,2696859.567941808,3828223.719726,1614.1266666666666,1006.546,660.682,1.3653335224532086,2.4402064790815903,1.1449695643289703,TRUE,FALSE,1.7872603572327646,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.568638789169633,0.04257366872164801,0.8342054032317431,TRUE,FALSE,1.1206923223847811,-0.7833395778180952,-0.6451734457236592,-0.01566923747362904,1875565.79493038,4357307.8733324,155.89,2555.98
Liver,4-Oxoproline,Insulin,3,4,5,0.854737029035822,0.22789357403451632,-0.6951570766491036,0.7626512171492938,0.13170009860201243,-0.5629508091711859,14281116.767927866,11722808.2132758,9222090.850647097,1614.1266666666666,1160.3125,660.682,1.1552326118135616,2.0394588672051803,0.8893998150854538,TRUE,FALSE,1.765409707403863,pearson,12,12,13,1,2M26,2M26,N/A,8,4,3,4,0.6738795697457789,0.01626695346403027,0.7718346777285694,TRUE,FALSE,-1.1619385875715171,-0.5729614552088214,0.18957221494096527,0.18925405644351287,6052613.75655858,16404113.446725,155.89,2555.98
Muscle,acrolein,Insulin,3,4,5,0.6210653486815033,-0.42573155646230665,-0.03205396403905299,0.7605850886979424,0.16812160174315055,-0.590848334613286,1876235.904659073,603229.5853091113,800329.4148836618,1614.1266666666666,1196.14,660.682,0.8549955620171739,1.5009787254625822,1.2028286428221142,TRUE,TRUE,1.75553978540117,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,0.6300133238650164,0.02810988358082367,0.8053673965337975,TRUE,FALSE,-1.3320810898471367,-0.5497272878061951,-0.7029527987931417,0.24232170378753096,257096.710095619,3094305.57855081,155.89,2555.98
Liver,"1,3,5-Heptatriene, (E,E)-",Resistin,3,3,5,0.048224219605904436,-0.3080881746289162,0.15591837301380454,-0.6132811603039032,0.050334383551445296,0.3377680660514743,7810658.39700479,7337260.12154438,8079888.857084418,19981.716666666667,28241.176666666666,31818.62,0.5458206647708055,0.9571272964603018,0.7532224852802658,TRUE,TRUE,1.7535563569441024,pearson,11,11,13,2,2M22;2M31,2M22;2M31,N/A,8,3,3,3,-0.7400197039997433,0.00921835967024952,0.7718346777285694,TRUE,FALSE,-0.6689555411287388,1.0141294913274848,-0.48949746032762315,0.06569249610584557,5563648.7173216,10621693.0631359,7458,50393.88
Liver,2-[(5Z)-5-tetradecenyl]cyclobutanone,Secretin,3,4,4,0.9342959530639328,-0.05865441327657321,-0.6420675515213676,0.00476313750297804,-0.3827216529444911,0.37914929981725787,401733.99547355436,248816.32716860325,182467.08040433674,39.31666666666667,32.71,45.7,0.9595927461890981,1.6202119914137363,1.0658775224404837,TRUE,TRUE,1.688437097766948,pearson,11,11,12,1,4M5,4M5,N/A,7,4,3,4,-0.626417048578583,0.03919251581655497,0.8284645979623956,TRUE,FALSE,-1.0570064128775452,-0.34464222725767063,-0.1887648619573363,-0.5987877130523064,118190.786040515,616026.491421988,11.69,60.26
Muscle,2-Naphthalenesulfonic acid,Resistin,3,4,5,-1.0374384909564334,-0.2873614832522474,0.852352281175658,-0.5238745659742142,-0.11916267770901232,0.4096548817517386,168406.44415534608,254435.8501724855,510918.2070724466,19981.716666666667,25113.355,31818.62,1.2564216951407883,2.107791828480016,0.8522952715987874,TRUE,FALSE,1.6776149573283414,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,0.5882096490869785,0.04424940357666559,0.8342054032317431,TRUE,FALSE,1.1240548811851008,0.5277688918387164,-0.6589157323141582,-0.17108959216664696,94206.6472568992,661689.80695177,7458,50393.88
Liver,Homocysteinesulfinic acid,Insulin,3,5,5,0.7683308319960207,-0.6026030843792711,0.1416045851816587,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,257966508.42199066,168592377.24379912,207658779.775062,1614.1266666666666,1006.546,660.682,0.8881326335231631,1.4758560682152695,1.6138369860177515,TRUE,TRUE,1.6617518741098913,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6352013136905612,0.01965925114259438,0.7760212497677969,TRUE,FALSE,-1.355242422999147,-0.7833395778180952,-0.9785207966920628,-0.01566923747362904,90279266.7052296,302203696.603436,155.89,2555.98
Muscle,ODA,Resistin,3,5,5,0.4269348565661576,-0.21084597725313586,-0.04531493668655995,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,1248089.4408562868,905733.7655961325,1164098.8163624161,19981.716666666667,24078.628,31818.62,0.6516332165534793,1.0733382185625715,0.719762249272955,TRUE,TRUE,1.647150868458657,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6037922033913962,0.02887504707011609,0.8053673965337975,TRUE,FALSE,-1.1319771689771625,0.4514552437965252,-0.640630217271445,-0.2597827710416183,197455.510045171,1930184.67346691,7458,50393.88
Muscle,Glycerophosphoinositol,Resistin,3,5,5,1.0666274004570182,0.29477434061870667,-0.9347507808929256,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,414371.91710162367,245706.15893252761,124477.97542041121,19981.716666666667,24078.628,31818.62,1.3816502263427508,2.22138463328246,0.8408629195493129,TRUE,FALSE,1.6077764045698446,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5931157557021045,0.03263125767470364,0.8070842244826016,TRUE,FALSE,-1.9518436480020247,0.4514552437965252,0.08617192477478003,-0.2597827710416183,66879.6007315055,501624.377689058,7458,50393.88
Liver,PEG n5,Resistin,3,4,4,-0.7617497071462311,-0.2429418965942089,0.8142541769538935,-0.8696956730164606,-0.169875096374568,0.8221468511369127,2084117.6492598834,2425165.0425533075,3282679.7108662575,19981.716666666667,27397.1375,37908.774999999994,1.4497486272695677,2.3121676775771123,0.8711546267920374,TRUE,FALSE,1.594874886642804,pearson,11,11,13,2,2M22;4M2,2M22;4M2,N/A,7,4,3,4,0.693591383838616,0.01792845389405096,0.7718346777285694,TRUE,FALSE,0.7478569966302516,1.0019507238607326,-0.4045790110817737,-0.2555763230653338,1736699.96663295,4763884.64067609,14530.03,50393.88
Liver,"LysoPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",Insulin,3,5,5,0.7308261971941892,-0.6173644697446973,0.17886875142817396,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,3029778.27692129,1891619.6020014558,2380377.252205592,1614.1266666666666,1006.546,660.682,0.9321597834034707,1.4456909654481351,1.5945620366708486,TRUE,TRUE,1.550904674485823,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6411559513097472,0.01819531681396105,0.7718346777285694,TRUE,FALSE,-1.0824238622048667,-0.7833395778180952,-0.8468968995686981,-0.01566923747362904,1047127.4655364,4106709.30706895,155.89,2555.98
Liver,JH-III,Resistin,3,5,4,0.47494545948709815,-0.3491735511246741,0.08025784429054678,-0.39784684547160526,-7.590256769320902e-4,0.29933391619986977,776819.8544449663,718581.7681414564,752590.8680625885,19981.716666666667,24078.628,27174.805,0.5238960747443498,0.801148755247338,0.9147955401514664,TRUE,TRUE,1.5292131280775134,pearson,12,12,13,1,4M1,4M1,N/A,7,5,3,5,0.5923198311205228,0.04242609152152243,0.8342054032317431,TRUE,FALSE,-1.292772133453391,0.4514552437965252,-0.6726756417224391,-0.00124063328515839,608121.857617702,833320.706561036,7458,39946.52
Liver,4-Hydroxyproline,Resistin,3,5,4,-0.7628856999195599,0.31659146526280035,0.17642494336120457,-0.6731414594132252,-0.314180520189247,0.897581744796477,750463.796350401,956298.3826896396,906072.732845178,19981.716666666667,24078.628,37908.774999999994,1.219841973661065,1.8301573344451338,1.1375956689609472,TRUE,FALSE,1.5003232992158424,pearson,12,12,13,1,4M2,4M2,N/A,7,5,3,5,0.650169232457868,0.02208345986086625,0.7876744772888639,TRUE,FALSE,1.0248268258317803,0.4514552437965252,0.6732661636272805,-0.5344974084591988,599582.8161262,1178653.81371065,10804.59,50393.88
Muscle,Bisphenol A,GIP,3,3,5,-1.1463157314193533,0.18447097536472065,0.5771068536327817,-0.4708172355458144,-0.6656065046113032,0.681854244094271,261753.045956516,341267.6460590193,371512.249692665,293.11333333333334,233.12333333333333,648.106,1.4035004104757214,2.073363679300727,1.344966958068587,TRUE,FALSE,1.4772804224531384,pearson,11,11,12,1,2M33,2M33,N/A,8,3,3,3,0.6342194600365813,0.03610484023006415,0.8254855449604329,TRUE,FALSE,2.5024479010528364,-0.23084952860498784,0.15341246047079443,-0.960426719371618,250119.807161031,472634.341322978,49,1104.9
Liver,"Galactose-beta-1,4-xylose",Resistin,3,3,4,-0.7417440048363596,-0.04750938131414473,0.5919400396128827,-0.6589539001470611,-0.4078927311783846,0.8001349734940845,4903.460915050403,8225.60456561717,13889.084171988201,19981.716666666667,23066.373333333333,37908.774999999994,1.3668308224429768,1.9767785590707614,0.7382366985330313,TRUE,FALSE,1.4462496211035152,pearson,10,10,13,3,2M26;2M33;4M2,2M26;2M33;4M2,N/A,7,3,3,3,0.724362894683804,0.01782238598320515,0.7718346777285694,TRUE,FALSE,1.25612759397589,0.300165265160203,-0.22189989804158997,-0.5725261822011045,4024.5929690148,29813.0857111694,10804.59,50393.88
Muscle,L-(-)-Malic acid,Resistin,3,5,5,-0.6265557709145606,0.43384598528432444,-0.057912522735592116,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,5715808.034948266,10613285.288113575,9041040.831868893,19981.716666666667,24078.628,31818.62,0.7994071263972786,1.11910241171189,1.111640763934514,TRUE,TRUE,1.3999154808081276,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5598106731736493,0.04664482330766329,0.8423081545572892,TRUE,FALSE,1.6175658728595417,0.4514552437965252,0.7219121276067768,-0.2597827710416183,1161453.72617114,13486770.1836327,7458,50393.88
Liver,Bumetanide,Insulin,3,5,5,0.9067910365200487,0.5669703855230461,-1.1110450074350728,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,316370.82467108365,186822.4797832346,14521.359246043105,1614.1266666666666,1006.546,660.682,1.7466167806075463,2.4201296754360646,0.9167813748188776,TRUE,FALSE,1.3856099988883894,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.713135201303207,0.00620909135904529,0.7584310403709481,TRUE,FALSE,-1.2193563917086114,-0.7833395778180952,0.4006292121621944,-0.01566923747362904,5436.72953430576,406490.950337419,155.89,2555.98
Liver,"LysoPC(18:3(6Z,9Z,12Z)/0:0)",Insulin,3,5,5,0.6021093866173001,-0.6493034239249383,0.2880377919545474,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,2297508.6256069834,1419317.9072502889,1919252.578365388,1614.1266666666666,1006.546,660.682,1.055245504269936,1.3725910943233683,1.5136195151886715,TRUE,TRUE,1.3007315252889757,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5825730257669844,0.03667905146588889,0.8254855449604329,TRUE,FALSE,-1.08581307496749,-0.7833395778180952,-0.9889292436188596,-0.01566923747362904,789731.227303904,2848932.70120309,155.89,2555.98
Liver,verofylline,Insulin,3,5,5,0.6021093866173001,-0.6493034239249383,0.2880377919545474,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,2297508.6256069834,1419317.9072502889,1919252.578365388,1614.1266666666666,1006.546,660.682,1.055245504269936,1.3725910943233683,1.5136195151886715,TRUE,TRUE,1.3007315252889757,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5825730257669844,0.03667905146588889,0.8254855449604329,TRUE,FALSE,-1.08581307496749,-0.7833395778180952,-0.9889292436188596,-0.01566923747362904,789731.227303904,2848932.70120309,155.89,2555.98
Liver,6-Keto-decanoylcarnitine,GIP,3,3,5,0.8947940530183593,-0.16851154948927613,-0.43576950211744037,-0.4708172355458144,-0.6656065046113032,0.681854244094271,623747.9223965066,424666.9978428643,382001.1704892222,293.11333333333334,233.12333333333333,648.106,1.37370931515557,1.7604121432867026,1.081000306969056,TRUE,FALSE,1.2815026613453075,pearson,11,11,12,1,2M33,2M33,N/A,8,3,3,3,-0.6194171014425176,0.04211468265118985,0.8342054032317431,TRUE,FALSE,-1.0184138049720723,-0.23084952860498784,-0.2658528764922412,-0.960426719371618,264441.585036546,848406.386692728,49,1104.9
Muscle,Caproylcholine,Resistin,3,5,5,0.379922963147333,-0.34747024810744237,0.11951647021904771,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,14758403.321684336,8650381.854762178,14577603.91264438,19981.716666666667,24078.628,31818.62,0.784411829728571,0.9984220579289349,0.8002463291204556,TRUE,TRUE,1.272828914722535,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.7385087272690967,0.00393770120582186,0.6776185814384534,TRUE,FALSE,-1.1280130482137969,0.4514552437965252,-0.9943389237469882,-0.2597827710416183,1432046.2602556,20920103.1110354,7458,50393.88
Liver,N-Acetyl-L-tyrosine,GIP,3,4,5,-1.2113724928381835,-0.3221697250817844,0.9845592757683345,-0.3520136317183587,-0.6999799477753412,0.7711921372512882,723569.320417581,1038821.6913051307,1731879.07062122,293.11333333333334,183.1375,648.106,1.9677113572433205,2.466517287963343,0.9548623562042378,TRUE,FALSE,1.2534954778219243,pearson,12,12,12,0,N/A,N/A,N/A,8,4,3,4,0.6639403903756839,0.01854764719258918,0.7718346777285694,TRUE,TRUE,1.8146055792538955,-0.4488960126990766,-0.6668015823551193,-1.169512315049918,618241.999035973,1991450.46949639,33.18,1104.9
Liver,Micronomicin,GIP,3,4,4,-1.0165971304415193,-0.1361267757389194,0.89857462357006,-0.29051903014181085,-0.6278902033429614,0.84577947594932,1220877.1024552137,5312620.163454191,19664552.2324643,293.11333333333334,183.1375,663.5225,1.8006413605705538,2.226894057270962,0.9428930766620587,TRUE,FALSE,1.2367227067167585,pearson,11,11,12,1,4M2,4M2,N/A,7,4,3,4,0.6341063948392162,0.03614833046306923,0.8254855449604329,TRUE,TRUE,1.0719422783455486,-0.4488960126990766,-0.7251911821712231,-1.079285543869127,196601.639035821,24004645.3335456,33.18,1104.9
Muscle,LysoPC(15:0/0:0),GIP,3,4,5,1.0540261822566515,0.1864993783448857,-0.781615212029909,-0.3520136317183587,-0.6999799477753412,0.7711921372512882,6794005.649209887,4492029.882490025,2986401.465064916,293.11333333333334,183.1375,648.106,1.761134056186001,2.1520154571621934,0.9347102827163244,TRUE,FALSE,1.2219486924366818,pearson,12,12,12,0,N/A,N/A,N/A,8,4,3,4,-0.6269283757251478,0.02912717791707651,0.8053673965337975,TRUE,TRUE,-1.1689712243848165,-0.4488960126990766,0.03530806876703323,-1.169512315049918,2302748.35646244,9458518.30211821,33.18,1104.9
Muscle,2-Hexenoylcarnitine,GIP,3,4,5,1.0641317144225724,0.38340395691611395,-0.9452021941864358,-0.3520136317183587,-0.6999799477753412,0.7711921372512882,160919.36426113933,124518.29008101675,78784.64789442711,293.11333333333334,183.1375,648.106,1.9823071428285606,2.3019587215527237,0.7645069240693897,TRUE,FALSE,1.1612522962854541,pearson,12,12,12,0,N/A,N/A,N/A,8,4,3,4,-0.6006575681205845,0.03889205427085011,0.8284645979623956,TRUE,TRUE,-1.3883212215558938,-0.4488960126990766,0.3616337142249018,-1.169512315049918,54199.0135701391,204321.48628751,33.18,1104.9
Muscle,PG(16:0/16:1(9Z)),Insulin,3,5,5,0.56164430594815,-0.7020049698348515,0.36501838626595773,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,28781175.64226357,9437810.712367183,21077076.838054348,1614.1266666666666,1006.546,660.682,1.171952798435207,1.3505654733972305,1.5237517864001566,TRUE,TRUE,1.1524060313696145,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5834232305141477,0.03633974951648429,0.8254855449604329,TRUE,TRUE,-1.781712498587089,-0.7833395778180952,-1.333375067577955,-0.01566923747362904,98962.1673094719,38532752.3759633,155.89,2555.98
